title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Platz für die große Familie,149.000 €,"09337 Bernsdorf, Zwickau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,145 m²,450 m²,1.028 €/m²,Einfamilienhaus (freistehend),30 m²,sofort,3,2,2 Garagen,"4,76 % inkl. ges. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
DHH in ruhiger SIEDLUNGSLAGE; ca. 99 m² Wfl.; 5 Zi.; 1.000m² gr. Grdstk.; WESTAUSRICHTUNG; Garage!,289.000 €,"Plaußig-Portitz, 04349 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"99,23 m²",1.000 m²,2.912 €/m²,Doppelhaushälfte,146 m²,nil,nil,nil,Garage,"3,57 % incl MwSt.",{}
Außergewöhnlich ! lux. 3 Familienhaus mit Topausstattung in sonniger & ruhigerTraumlage,689.100 €,"Am Hammerberg 11,
08355 Breitenbrunn/Erzgebirge, Erzgebirgskreis",10,340 m²,1.740 m²,2.027 €/m²,nil,445 m²,nach Vereinbarung,7,3,5 Garagen,"2,97 inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
Zentrales Wohnhaus mit Gewerbeanteil im Zentrum Mittweida kaufen,159.000 €,"09648 Mittweida, Mittelsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,456 m²,310 m²,349 €/m²,Wohnimmobilie (sonstige),nil,nach Vereinbarung,4,1,1 Garage,"3,57% des Kaufpreises inkl. MwSt.",{'is24qa-gaeste-wc-label': ''}
Wohnen im Denkmal,250.000 €,"01773 Altenberg, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11,260 m²,1.500 m²,962 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,nil,4 % inkl. ges. MwSt.,{}
Denkmalgeschütztes Einfamilienhaus mit idyllischem Flair in Bad Schandau,225.000 €,"01814 Bad Schandau, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,110 m²,2.570 m²,2.045 €/m²,Einfamilienhaus (freistehend),nil,sofort,5,2,6 Stellplätze,4 % inkl. ges. MwSt.,{}
Mit Baugenehmigung für einen Neubau,220.000 €,"Coschütz/Gittersee, 01189 Dresden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,80 m²,776 m²,2.750 €/m²,Doppelhaushälfte,nil,nil,nil,nil,nil,"3,57 % inkl. ges. MwSt.",{}
Ein Sanierungsobjekt mit vielen Möglichkeiten!,130.000 €,"01809 Müglitztal, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,90 m²,982 m²,1.444 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,nil,"3,57 % inkl. ges. MwSt.",{}
"""Einzigartige Kapitalanlage: Wohnen im eigenen Objekt mit Arztpraxis im Haus . Preis VB",450.000 €,"09355 Gersdorf, Zwickau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",22,420 m²,1.770 m²,1.071 €/m²,Wohnimmobilie (sonstige),nil,nil,3,4,1 Außenstellplatz,"5,75","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-vermietet-label': ''}"
teilvermietetes Wohn- und Geschäftshaus in Crimmitschau OT Langenreinsdorf,195.000 €,"08451 Crimmitschau, Zwickau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,301 m²,2.002 m²,648 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,Außenstellplatz,"4,76 % incl. 19 % MwSt.",{'is24qa-keller-label': ''}
Ein Refugium für Individualisten!,299.000 €,"01773 Altenberg, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,150 m²,1.500 m²,1.993 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,nil,4 % inkl. ges. MwSt.,{}
Schönes Mehrfamilienhaus (Doppelhaushälfte) nahe Innenstadt von Zwönitz,219.000 €,"Am Gaswerk 7,
08297 Zwönitz, Erzgebirgskreis",17,190 m²,520 m²,1.153 €/m²,Mehrfamilienhaus,70 m²,01.04.2024,4,3,2 Garagen,Nein,"{'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
