title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"S-Bahn und Bushaltestelle direkt vor der Haustüre, verkehrsgünstig gelegenes Grundstück für DH",649.000 €,"85567 Grafing bei München, Ebersberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,130 m²,835 m²,4.992 €/m²,Einfamilienhaus (freistehend),31 m²,sofort,3,2,2 Carports,2%,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"Gemütliches, geräumiges 2/3 eines freistehenden Holzhauses",639.000 €,"96120 Bischberg, Bamberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","5,5",200 m²,800 m²,3.195 €/m²,Doppelhaushälfte,82 m²,nil,3,2,2 Stellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Exklusives, lichtdurchflutetes REH, Bestlage Westviertel, unverbaubare Westseite",825.000 €,"Mitte, 85049 Ingolstadt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","4,5",127 m²,300 m²,6.496 €/m²,Reiheneckhaus,60 m²,1.9.2024,3,1,2 Tiefgaragen-Stellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Hochwertige und moderne DHH Neubau - Erstbezug,749.000 €,"86399 Bobingen, Augsburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"156,48 m²",330 m²,4.787 €/m²,Doppelhaushälfte,nil,nach Absprache,3,1,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Die perfekte Kapitalanlage: Mehrfamilienhaus nahe Wertachbrücke,750.000 €,"Links der Wertach-Nord, 86154 Augsburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,254 m²,277 m²,2.953 €/m²,Mehrfamilienhaus,15 m²,sofort,8,3,nil,"3,57 % inkl. MwSt.","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Großes Reihenmittelhaus mit Garage in bevorzugter Lage,125.000 €,"95189 Köditz, Hof (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,"225,48 m²",302 m²,554 €/m²,Reihenmittelhaus,nil,sofort,4,2,1 Garage,"3,57 % inkl. MwSt. Die Käuferprovision ist identisch mit der Verkäuferprovision",{}
Exklusives & modernes Einfamilienhaus,Auf Anfrage,"87781 Ungerhausen, Unterallgäu (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,196 m²,752 m²,nil,Einfamilienhaus (freistehend),nil,2025,5,2,2 Garagen,"2,38","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"Fürth, Scherbsgraben, Doppelhaushälfte in sehr ruhiger Wohnlage",625.000 €,"Hardhöhe, 90766 Fürth
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,136 m²,585 m²,4.596 €/m²,Doppelhaushälfte,42 m²,nach Vereinbarung,nil,2,2 Garagen,"18625,00","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
DAS MODERNE FAMILIENHAUS,799.000 €,"84562 Mettenheim, Mühldorf am Inn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,180 m²,320 m²,4.439 €/m²,Doppelhaushälfte,nil,Nach Vereinbarung,5,3,Garage,"2,98% vom Kaufpreis (inkl. MwSt.)",{}
NEU ! BITTE UM IHR ANGEBOT - Zweifamilienhaus in schöner Wohngegend,Auf Anfrage,"84518 Garching an der Alz, Altötting (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,152 m²,740 m²,nil,Mehrfamilienhaus,nil,sofort,4,2,Garage,"3,57% vom Kaufpreis (inkl. MwSt.)",{'is24qa-keller-label': ''}
