title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
KAPITALANLAGE + HOHE RENDITE + DENKMAL-AFA - 30 MIN. BIS DRESDEN - EIN MEISTERSTÜCK,4.385.000 €,"01776 Hermsdorf/Erzgebirge, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",18,650 m²,20.000 m²,6.746 €/m²,Besondere Immobilie,400 m²,sofort,3,3,4 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Historischer Renaissancebau von 1518 - kleines Wohn- und Geschäftshaus in der Freiberger Altstadt,185.000 €,"09599 Freiberg, Mittelsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,200 m²,180 m²,925 €/m²,Mehrfamilienhaus,319 m²,sofort,nil,nil,nil,"13209,00",{'is24qa-keller-label': ''}
Doppelhaushälfte mit Potenzial: Ideal zum Ausbau und für Ihre Selbstverwirklichung,279.000 €,"Coschütz/Gittersee, 01189 Dresden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,58 m²,910 m²,4.810 €/m²,Doppelhaushälfte,nil,nil,1,1,nil,"7,14 % inkl. MwSt.",{}
Charmantes Mehrfamilienhaus: Ländliches Leben mit Gestaltungsfreiheit und Mieteinnahmen,249.000 €,"01683 Nossen, Meißen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,240 m²,1.859 m²,1.038 €/m²,Mehrfamilienhaus,320 m²,nach Absprache,nil,4,4 Garagen,"7,14 % inkl. MwSt.",{'is24qa-vermietet-label': ''}
"Schnäppchen!! Liebevoll saniertes, gemütliches Bauernhaus aus dem 1900 Jh. mit großem Grundstück",130.000 €,"04860 Dreiheide, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,85 m²,1.560 m²,1.529 €/m²,Einfamilienhaus (freistehend),nil,Besitzübergang,3,1,2 Garagen,3 % inkl.19% MwSt. vom Kaufpreis,{'is24qa-keller-label': ''}
Zwangsversteigerung ! Einfamilienhaus mit Nebengebäuden,71.000 €,"08428 Langenbernsdorf, Zwickau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,130 m²,2.470 m²,546 €/m²,Einfamilienhaus (freistehend),nil,nil,3,nil,nil,Nein,"{'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Gepflegtes Wohnhaus mit Garage, Werkstattgebäude und schönem Garten!",168.000 €,"08541 Neuensalz, Vogtlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,105 m²,765 m²,1.600 €/m²,Einfamilienhaus (freistehend),nil,nach Absprache,nil,nil,nil,"3,57 % inkl. gesetzl. MwSt.",{'is24qa-keller-label': ''}
Da ist noch vieles möglich - mit Platz und Nebengelass,98.000 €,"08412 Werdau, Zwickau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,120 m²,790 m²,817 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,nil,"3,57 % inkl. ges. MwSt.",{}
Stilvolles Wohnen in Zschorlau,249.000 €,"08321 Zschorlau, Erzgebirgskreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,138 m²,1.060 m²,1.804 €/m²,Einfamilienhaus (freistehend),50 m²,nach Vereinbarung,3,1,2 Garagen,"3,57 % vom Kaufpreis inkl. der gesetzl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"atemberaubende Lage trifft auf geschichtsträchtige Villa in Lauter-Bernsbach, Oberpfannenstiel",120.000 €,"08315 Bernsbach, Erzgebirgskreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,160 m²,702 m²,750 €/m²,Villa,230 m²,sofort,3,2,2 Stellplätze,"3,57 %","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
"Wohnen im ""Waldwinkel""",485.000 €,"04827 Machern, Leipzig (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,195 m²,2.159 m²,2.487 €/m²,Einfamilienhaus (freistehend),83 m²,nach Vereinbarung,3,2,3 Stellplätze,"3,57 % inkl. ges. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
