title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Wadern-Büschfeld, ehem. Hotel + 6 Garagen, Umbau zu Mehrfamilienhaus möglich",263.000 €,"66687 Wadern, Merzig-Wadern (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",14,0 m²,1.764 m²,nil,Mehrfamilienhaus,nil,nil,nil,nil,6 Garagen,"7890,-- Euro + 19 % MwSt.",{'is24qa-keller-label': ''}
Klein aber fein: Einfamilienhaus in Leitersweiler mit Ausbaureserve,149.000 €,"66606 Sankt Wendel, Sankt Wendel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,86 m²,372 m²,1.733 €/m²,Reihenmittelhaus,nil,sofort,2,1,2 Außenstellplätze,"3,57%","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Architektenhaus in herausragender Wohnlage,818.000 €,"66740 Saarlouis, Saarlouis (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,365 m²,600 m²,2.241 €/m²,Einfamilienhaus (freistehend),nil,sofort frei,nil,nil,2 Außenstellplätze,"3,57 % inkl. ges. MwSt.",{}
"Schönes Haus mit fünf Zimmern in Stadtverband Saarbrücken (Kreis), Saarbrücken",268.000 €,"Dudweiler (Ortsteil), 66125 Saarbrücken
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,150 m²,335 m²,1.787 €/m²,Einfamilienhaus (freistehend),30 m²,nil,nil,2,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
NEU! STADTVILLEN an der OPPENHEIMER,895.000 €,"55268 Nieder-Olm, Mainz-Bingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,171 m²,288 m²,5.234 €/m²,Doppelhaushälfte,43 m²,2025,5,3,2 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
NEU! STADTVILLEN an der OPPENHEIMER,895.000 €,"55268 Nieder-Olm, Mainz-Bingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,171 m²,288 m²,5.234 €/m²,Doppelhaushälfte,43 m²,2025,5,3,2 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
NEU! STADTVILLEN an der OPPENHEIMER,895.000 €,"55268 Nieder-Olm, Mainz-Bingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,171 m²,288 m²,5.234 €/m²,Doppelhaushälfte,43 m²,2025,5,3,2 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Viel Platz für die Familie im neuen Zuhause mit schöner Terrasse und Garten in Gensingen,765.000 €,"Alzeyer Straße 35,
55457 Gensingen, Mainz-Bingen (Kreis)",5,"142,2 m²",193 m²,5.380 €/m²,Doppelhaushälfte,"20,7 m²",nach Vereinbarung,4,1,2 Außenstellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Zuhause ist, wo Leben ist!",378.900 €,"55450 Langenlonsheim, Bad Kreuznach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","4,5",129 m²,180 m²,2.937 €/m²,Reihenmittelhaus,nil,nil,3,1,Außenstellplatz,nil,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': ''}"
Offen für alles. Platz für jeden!,383.900 €,"55450 Langenlonsheim, Bad Kreuznach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","5,5",129 m²,180 m²,2.976 €/m²,Reihenmittelhaus,nil,nil,3,1,Außenstellplatz,nil,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': ''}"
