title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Traumhaftes, urbanes Wohnen: Großzügige Doppelhaushälfte mit Südgarten und Einliegerwohnung!",1.395.000 €,"Kasernenviertel, 93053 Regensburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,248 m²,351 m²,5.625 €/m²,Doppelhaushälfte,332 m²,nach Absprache,5,2,2 Außenstellplätze,"3,57 % inkl. MwSt.","{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
"#NEUER Preis#Erstbezug nach Kernsanierung ""Traumhaus für die Familie""",349.000 €,"63785 Obernburg am Main, Miltenberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,180 m²,130 m²,1.939 €/m²,Einfamilienhaus (freistehend),20 m²,sofort,8,1,nil,"3,57 % - inkl. MwSt. - Verdient und nach Beurkundung fällig","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Sehr gepflegtes Mehrfamilienhaus in Schrobenhausen,725.000 €,"86529 Schrobenhausen, Neuburg-Schrobenhausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,290 m²,693 m²,2.500 €/m²,Mehrfamilienhaus,204 m²,Mitte 2024,nil,nil,2 Garagen,"3,57% inkl. gesetzlicher Mehrwertsteuer vom wirtschaftlichen Kaufpreis.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Exklusives Wohnjuwel in Waldtrudering: Ein Meisterwerk aus Eleganz und Moderne,2.125.000 €,"Waldtrudering, 81827 München
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,301 m²,518 m²,7.060 €/m²,Einfamilienhaus (freistehend),134 m²,nil,5,2,3 Garagen,3%,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Mehrfamilienhaus (3 Wohnungen),850.000 €,"Haager Str. 9,
83558 Maitenbeth, Mühldorf am Inn (Kreis)",10,250 m²,740 m²,3.400 €/m²,Mehrfamilienhaus,100 m²,nil,8,4,2 Außenstellplätze,"3,57 % aus dem Kaufpreis","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Kleiner Bungalow,239.000 €,"96132 Schlüsselfeld, Bamberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,80 m²,297 m²,2.988 €/m²,Bungalow,nil,nil,nil,nil,1 Außenstellplatz,"3,57 % Käuferprovision inkl. 19 % MwSt.",{}
"NEUBAU: Luxus-Alpenvilla mit raffiniertem Grundriss, 3 Bädern, Wellnessbereich und Doppelgarage",2.650.000 €,"83250 Marquartstein, Traunstein (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,320 m²,713 m²,8.281 €/m²,Villa,nil,nil,nil,nil,nil,"3,57 % inkl. gesetzl. MwSt. vom Kaufpreis","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
***Sanierungsbedürftiges Wohn-/Geschäftshaus in Vöhringen-Illerberg***,259.000 €,"89269 Vöhringen, Neu-Ulm (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,115 m²,483 m²,2.252 €/m²,nil,70 m²,sofort verfügbar,5,2,1 Garage,"3,57",{'is24qa-keller-label': ''}
"Repräsentatives Einfamilienhaus - modern, gemütlich und mit viel Wohnkomfort",3.600.000 €,"83700 Rottach-Egern, Miesbach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","5,5",200 m²,500 m²,18.000 €/m²,Einfamilienhaus (freistehend),nil,nil,3,2,4 Tiefgaragen-Stellplätze,"3,57 % inkl. 19 % MwSt.",{}
Kunterbuntes Kaleidoskop für die ganze Familie: Dein Ort zum Ankommen & Entfalten,879.000 €,"Gartenweg 4,
82287 Jesenwang, Fürstenfeldbruck (Kreis)",5,166 m²,1.201 m²,5.295 €/m²,Einfamilienhaus (freistehend),nil,Sofort,4,2,2 Garagen,"3,57 % (inkl. MwSt.)","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
ENERGIEEFFIZIENTER NEUBAU DIREKT AM AMPER-UFER FÜR ERSTBEZUG,1.475.000 €,"82256 Fürstenfeldbruck, Fürstenfeldbruck (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,136 m²,308 m²,10.846 €/m²,Einfamilienhaus (freistehend),13 m²,sofort,nil,1,2 Außenstellplätze,"2,975 %",{}
exclusiv ausgestattete Doppelhaushälfte • 230qm Wohnfläche • diverse Bau-Restarbeiten • bezugsfertig,829.000 €,"Westenviertel, 93049 Regensburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,230 m²,213 m²,3.604 €/m²,Doppelhaushälfte,nil,nil,3,2,2 Stellplätze,"3,57","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Provisionsfrei! Kiss.. Kiss.. Kissing - Moderne exklusive DHH in schöner Sackgasse!,695.000 €,"86438 Kissing, Aichach-Friedberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,110 m²,225 m²,6.318 €/m²,Doppelhaushälfte,nil,Nach Vereinbarung,2,1,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"**Wohnen mit Potential - Einfamilienhaus mit Garten, Terrasse, Wintergarten und Balkon**",390.000 €,"94405 Landau an der Isar, Dingolfing-Landau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,154 m²,570 m²,2.532 €/m²,Einfamilienhaus (freistehend),nil,sofort,5,3,1 Stellplatz,"3,57%","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Exklusives Einfamilienhaus mit großem Garten in Simbach am Inn zu verkaufen,559.000 €,"84359 Simbach am Inn, Rottal-Inn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,116 m²,1.161 m²,4.819 €/m²,Einfamilienhaus (freistehend),nil,nach Vereinbarung,4,1,2 Garagen,"3,57% inkl. 19% MwSt.",{}
Schönes Einfamilienhaus in ruhiger Wohnlage,325.000 €,"97828 Marktheidenfeld, Main-Spessart (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,100 m²,237 m²,3.250 €/m²,Reihenmittelhaus,48 m²,nil,4,1,1 Außenstellplatz,"3,57% inkl. MwSt.",{'is24qa-keller-label': ''}
Zweifamilienhaus in beliebter Wohnlage von Aschaffenburg - Schweinheim,599.000 €,"Schweinheim, 63743 Aschaffenburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,235 m²,830 m²,2.549 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,4,4 Stellplätze,"2,38 %","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Bauernhof mit großem Ausbaupotenzial in traumhafter Lage,599.000 €,"86978 Hohenfurch, Weilheim-Schongau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,"270,55 m²",1.791 m²,2.214 €/m²,Bauernhaus,nil,Sofort,5,1,nil,"Faire 2,49 % inkl. 19 % MwSt. vom Kaufpreis, fällig nach notariellem Kaufvertrag.",{'is24qa-keller-label': ''}
"3-Familienhaus in Inzell - Wohnungen, Werkstatt, Garagen und vieles mehr!",840.000 €,"83334 Inzell, Traunstein (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,290 m²,776 m²,2.897 €/m²,Mehrfamilienhaus,nil,kurzfristig möglich,nil,nil,Garage,"3,57 % inkl. MwSt.","{'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': '', 'is24qa-vermietet-label': ''}"
EINFAMILIENHAUS MIT OFFENER ARCHITEKTUR,896.900 €,"85614 Kirchseeon, Ebersberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,135 m²,400 m²,6.644 €/m²,Einfamilienhaus (freistehend),nil,nil,3,1,nil,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
