title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Sommer in den eigenen 4 Wänden - Modernes Kfw 40 Plus EFH in Dommitzsch,399.000 €,"04880 Dommitzsch, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"142,7 m²",1.277 m²,2.796 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,2,2 Stellplätze,"3,57 %",{}
"Traumhaftes ""Kleinod"" mit großem Grundstück in Radebeul zu verkaufen",1.690.000 €,"Mozartstraße 6,
01445 Radebeul, Meißen (Kreis)",12,304 m²,1.750 m²,5.559 €/m²,Villa,nil,sofort,10,3,3 Außenstellplätze,"3,57% des Kaufpreises inkl. 19 % Umsatzsteuer","{'is24qa-gaeste-wc-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
Investieren & Profitieren,75.000 €,"Cainsdorf, 08064 Zwickau
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,"294,45 m²",820 m²,255 €/m²,Mehrfamilienhaus,nil,nil,nil,3,1 Garage,3000 EUR,{}
"Wohnhaus mit Gewerbeeinheit im Erdgeschoss - Elterlein - ruhige, ländliche Lage!",349.000 €,"09481 Elterlein, Erzgebirgskreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,"200,83 m²",1.246 m²,1.738 €/m²,Einfamilienhaus (freistehend),"86,06 m²",sofort,2,1,2 Garagen,"3,57% vom Kaufpreis inkl. der gesetzl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Familienidylle mit Gartenzauber: Platz für Kinderträume,598.000 €,"04463 Großpösna, Leipzig (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,175 m²,1.500 m²,3.417 €/m²,Einfamilienhaus (freistehend),nil,nach Vereinbarung,6,1,1 Garage,"3,57 % inkl. ges. MwSt.",{'is24qa-keller-label': ''}
Reihenmittelhaus mit Potenzial in ruhiger Lage in Colditz,79.000 €,"04680 Colditz, Leipzig (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,130 m²,70 m²,608 €/m²,Reihenmittelhaus,nil,ab sofort,nil,1,nil,"3,57 % inkl. ges. MwSt.",{'is24qa-keller-label': ''}
Zweifamilienhaus! Idyllische Lage! Kurort Liegau-Augustusbad! Neuer Brötje Brennwertkessel(9/2023)!,409.990 €,"01454 Radeberg, Bautzen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,"191,45 m²",1.020 m²,2.141 €/m²,Wohnimmobilie (sonstige),nil,Kaufpreiszahlung,5,3,Garage,"3,57% inkl. 19% Mwst. vom Kaufpreis","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}"
Provisionsfrei! Großes ZFH - mit Ausbaupotenzial in Dölzig,375.000 €,"04435 Schkeuditz, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,190 m²,870 m²,1.974 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,nil,Nein,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Idyllisches Einfamilienhaus in ruhiger Lage mit zwei Grundstücken,133.000 €,"08412 Werdau, Zwickau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,133 m²,1.797 m²,1.000 €/m²,Einfamilienhaus (freistehend),nil,nach Vereinbarung,nil,nil,3 Außenstellplätze,"3,57 % vom Kaufpreis incl. MwSt.",{'is24qa-keller-label': ''}
"Mehrfamilienhaus vollständig saniert, vermietet",645.000 €,"08233 Treuen, Vogtlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",24,600 m²,800 m²,1.075 €/m²,Mehrfamilienhaus,696 m²,nach Absprache,7,8,nil,"4,25 % inkl. ges. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
