title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Gepflegtes Zweifamilienhaus mit Garage in der Nähe von Kassel!,579.000 €,"34355 Staufenberg, Göttingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11,340 m²,2.000 m²,1.703 €/m²,Mehrfamilienhaus,"71,4 m²",nach Vereinbaung,nil,3,5 Stellplätze,"3,57 % inkl. ges. MwSt.","{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Modernisiertes Mehrfamilienhaus in Friedland mit 3 Wohneinheiten,489.000 €,"37133 Friedland, Göttingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,220 m²,676 m²,2.223 €/m²,Mehrfamilienhaus,nil,Sofort,nil,nil,nil,"5,95 % inkl. ges. MwSt.",{}
Erstbezug: Freistehendes Einfamilienhaus mit Weitblick in Northeim,685.000 €,"37154 Northeim, Northeim (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,150 m²,634 m²,4.567 €/m²,Einfamilienhaus (freistehend),15 m²,Sofort,4,nil,2 Außenstellplätze,"3,57 % inkl. ges. MwSt.",{'is24qa-gaeste-wc-label': ''}
Kapitalanlage: Großes Mehrfamilienhaus in zentraler Lage von Göttingen,795.000 €,"Weststadt, 37081 Göttingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",18,420 m²,546 m²,1.893 €/m²,Mehrfamilienhaus,nil,nil,12,6,nil,"4,95 % inkl. ges. MwSt.",{}
Modernisiertes Zweifamilienhaus mit ca. 350 m² Wohnfläche & großem Garten,599.000 €,"37115 Duderstadt, Göttingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,350 m²,2.500 m²,1.711 €/m²,Mehrfamilienhaus,200 m²,sofort,6,3,8 Stellplätze,"3,57 % inkl. ges. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Modernisiertes Zweifamilienhaus mit Potential - perfekt für Kapitalanleger,289.000 €,"37115 Duderstadt, Göttingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","9,5",162 m²,689 m²,1.784 €/m²,Mehrfamilienhaus,95 m²,nil,nil,3,4 Stellplätze,"3,57 % inkl. ges. MwSt.",{'is24qa-vermietet-label': ''}
EINFAMILIENHAUS MIT GROSSZÜGIGER AUSBAURESERVE IM BARDOWICKER ORTSKERN,419.000 €,"21357 Bardowick, Lüneburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,160 m²,1.225 m²,2.619 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,2,1 Garage,"3,57 % [inkl. der gesetzlichen MwSt.]",{'is24qa-keller-label': ''}
Moderne Doppelhaushälfte an der Nordsee! Neubauvorhaben !,299.000 €,"Altenhörner Strasse 16,
26969 Butjadingen, Wesermarsch (Kreis)",5,"111,57 m²",778 m²,2.680 €/m²,Doppelhaushälfte,nil,nach Vereinbarung,3,nil,1 Stellplatz,"3,57% des Kaufpreises inkl. MwSt.",{'is24qa-gaeste-wc-label': ''}
+++ Sehr gepflegtes Einfamilienhaus in zentraler Wohnlage von Augustfehn +++,349.000 €,"26689 Apen, Ammerland (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"110,99 m²",604 m²,3.144 €/m²,Einfamilienhaus (freistehend),"30,32 m²",nach Vereinbarung,3,1,nil,"Die Käuferprovision beträgt 3,57 % inkl. 19 % MwSt. vom beurkundeten Kaufpreis.",{'is24qa-online-besichtigung-moeglich-label': ''}
Vermietete Doppelhaushälfte in ruhiger Lage,269.000 €,"28790 Schwanewede, Osterholz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,100 m²,345 m²,2.690 €/m²,nil,"2,29 m²",nil,3,2,nil,"Die Courtage beträgt jeweils marktübliche 3,57% inkl. MwSt. für den Käufer und den Verkäufer.","{'is24qa-gaeste-wc-label': '', 'is24qa-vermietet-label': ''}"
