title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
ACHTUNG Preisreduzierung!!! Großes EFH-sehr gute Substanz-riesiger Garten,399.900 €,"Lerchestrasse 8,
93142 Maxhütte-Haidhof, Schwandorf (Kreis)",6,205 m²,1.000 m²,1.951 €/m²,Einfamilienhaus (freistehend),40 m²,08/24,5,2,2 Garagen,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Entzückendes Einfamilienhaus nur 5 Minuten von Ebersberg mit traumhaftem Grundstück!,1.350.000 €,"85560 Ebersberg, Ebersberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,123 m²,1.751 m²,10.976 €/m²,Einfamilienhaus (freistehend),80 m²,kurzfristig möglich,3,1,2 Garagen,"2,97%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
ZAUBERHAFTES EINFAMILIENHAUS,870.000 €,"85457 Wörth, Erding (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,148 m²,508 m²,5.878 €/m²,Doppelhaushälfte,nil,leerstehend,nil,nil,nil,2 % zzgl. ges. MwSt.,{}
Charmantes Mehrgenerationenhaus mit Panoramablick und viel Potenzial,449.000 €,"91286 Obertrubach, Forchheim (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","7,5",229 m²,628 m²,1.961 €/m²,Einfamilienhaus (freistehend),167 m²,nach Absprache,5,3,Außenstellplatz,"2,38% vom Kaufpreis (inkl. MwSt.)","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"Großzügiges, familienfreundliches &quot;Raumwunder&quot; in Forstern zum sofortigen Eigenbezug!",895.000 €,"85659 Forstern, Erding (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,"204,06 m²",305 m²,4.386 €/m²,Bungalow,nil,nil,nil,1,2 Stellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Ein Paradies für Naturliebhaber: Doppelhaushälfte “Thalia” – in begehrter 1a Lage,719.500 €,"Peter und Paul, 84028 Landshut
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","5,5",181 m²,1.237 m²,3.975 €/m²,Doppelhaushälfte,220 m²,nach Vereinbarung,4,2,3 Garagen,"Käuferprovision beträgt 3,57 %","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
**Idyllische Ortsrandlage** Äußerst gepflegte Doppelhaushälfte mit 2 Wohneinheiten,895.000 €,"85232 Erdweg, Dachau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,170 m²,527 m²,5.265 €/m²,Doppelhaushälfte,nil,vermietet,nil,2,2 Garagen,"3,57% inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
++ OASE IM GRÜNEN MIT HERRLICHEM GARTEN ++ TOP EFH FÜR FAMILIE ODER ZWEI SINGLEHAUSHALTE ++,390.000 €,"84494 Neumarkt-Sankt Veit, Mühldorf am Inn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,120 m²,610 m²,3.250 €/m²,Einfamilienhaus (freistehend),108 m²,nach Vereinbarung / kurzfristig möglich,4,2,2 Garagen,"3,57 % inkl. 19% MwSt vom notariellen Kaufpreis",{'is24qa-keller-label': ''}
großzügig im modernen Landhausstil wohnen und nebenan sein Firmengebäude,898.000 €,"84375 Kirchdorf am Inn, Rottal-Inn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","6,5",230 m²,1.360 m²,3.904 €/m²,nil,570 m²,nil,3,2,3 Garagen,"3,57 inkl. 19% MwSt.",{}
Wohn- und Geschäftshaus - Top Mietrendite,270.000 €,"95466 Weidenberg, Bayreuth (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,140 m²,90 m²,1.929 €/m²,Wohnimmobilie (sonstige),60 m²,,4,2,nil,"1,79 % v. Netto-VK-Preis inkl. MwSt. 4,76 % v. Netto-VK-Preis inkl. MwSt.",{}
