title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Mehrfamilienhaus + prpvisionsfrei +,47.000 €,"Dresdener Straße xxxx,
01454 Radeberg, Bautzen (Kreis)",1,513 m²,1.030 m²,92 €/m²,Wohnimmobilie (sonstige),0 m²,nil,nil,nil,nil,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
*** RICHERT & CO. - Mehrfamilienhaus***,87.500 €,"04758 Oschatz, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,"210,52 m²",1.090 m²,416 €/m²,Wohnimmobilie (sonstige),nil,nil,nil,nil,nil,"7,14% des Kaufpreises",{}
***RICHERT & CO - Zweifamilienvilla in Laubegast***,750.000 €,"Laubegast, 01279 Dresden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,250 m²,1.250 m²,3.000 €/m²,Villa,nil,sofort,nil,nil,nil,"3,57% des Kaufpreises",{}
*** RICHERT & CO. - Mehrfamilienhaus***,87.500 €,"04758 Oschatz, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,"210,52 m²",1.090 m²,416 €/m²,Wohnimmobilie (sonstige),nil,nil,nil,nil,nil,"7,14% des Kaufpreises",{}
Haus sucht glückliche Familie,400.000 €,"09306 Seelitz, Mittelsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,125 m²,2.100 m²,3.200 €/m²,Einfamilienhaus (freistehend),100 m²,nil,3,1,nil,"3,57 % vom Kaufpreis inkl. gesetzl. MwSt. Käuferprovision","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Denkmalgeschützes Mehrfamilienhaus und Denkmal-AfA + Neubau MFH!,630.000 €,"Großzschocher, 04249 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,360 m²,551 m²,1.750 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,nil,"7,14 % inkl. ges. MwSt.",{}
HEIMWERKER AUFGEPASST! WOHNEN IM GRÜNEN,45.000 €,"01683 Leuben-Schleinitz, Meißen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,410 m²,1.220 m²,110 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,1 Außenstellplatz,2.98% inkl. MwSt.,{}
Top Wohn- & Geschäftshaus in Altstadtlage,Auf Anfrage,"Innenstadt, 02977 Hoyerswerda
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,400 m²,458 m²,nil,Wohnimmobilie (sonstige),nil,nil,nil,nil,2 Garagen,"%3,57",{'is24qa-keller-label': ''}
Reihenmittelhaus mit Gewerbeeinheit im Zentrum von Zittau,98.600 €,"02763 Zittau, Görlitz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,160 m²,230 m²,616 €/m²,nil,nil,nach Kauf,2,2,nil,"7,14 % Käuferprovision inkl. 19 % MwSt.",{'is24qa-keller-label': ''}
Einfamilienhaus zum Ausbauen nach eigenen Wünschen,129.600 €,"01917 Kamenz, Bautzen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,180 m²,625 m²,720 €/m²,Einfamilienhaus (freistehend),nil,nach Kauf,1,1,nil,"3,57 % Käuferprovision inkl. 19 % MwSt.",{'is24qa-keller-label': ''}
Freistehendes Zweifamilienhaus im Oberlausitzer Bergland,261.800 €,"02681 Kirschau, Bautzen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,250 m²,580 m²,1.047 €/m²,Mehrfamilienhaus,nil,nach Kauf,2,2,nil,"7,14 % Käuferprovision inkl. 19 % MwSt.",{'is24qa-keller-label': ''}
Mehrfamilienhaus-Sanierungsobjekt im Osterzgebirge,353.700 €,"01844 Neustadt in Sachsen, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",18,600 m²,1.550 m²,590 €/m²,Mehrfamilienhaus,nil,nach Kauf,4,4,nil,"7,14 % Käuferprovision inkl. 19 % MwSt.",{'is24qa-keller-label': ''}
Wohn-/Geschäftshaus zur Eigennutzung und/ oder Vermietung,261.000 €,"02943 Weißwasser/Oberlausitz, Görlitz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,"238,91 m²","304,56 m²",1.092 €/m²,Mehrfamilienhaus,nil,11.2023,2,2,2 Stellplätze,"7,14 % Käuferprovision inkl. 19 % Mwst.","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Solides Haus in Leubsdorf / Marbach zu verkaufen!,95.000 €,"09573 Leubsdorf, Mittelsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,130 m²,543 m²,731 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,1,nil,Nein,"{'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Für die junge Familie mit handwerklichen Fähigkeiten!,98.000 €,"08340 Schwarzenberg/Erzgebirge, Erzgebirgskreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,127 m²,870 m²,772 €/m²,Einfamilienhaus (freistehend),nil,Kaufpreiszahlung,3,1,nil,"3,57 % inkl. ges. MwSt.",{}
Attraktives Einfamilienhaus in ruhiger Seitenstraße - Nähe zum Cospudener See,299.500 €,"Knautkleeberg-Knauthain, 04249 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,"191,35 m²",200 m²,1.565 €/m²,Einfamilienhaus (freistehend),"242,05 m²",nil,nil,4,nil,"3,57% Käufer-Provision inkl. MwSt","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Attraktives Zweifamilienhaus in ruhiger Seitenstraße - Nähe zum Cospudener See,299.500 €,"Knautkleeberg-Knauthain, 04249 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,"191,35 m²",200 m²,1.565 €/m²,Wohnimmobilie (sonstige),"242,05 m²",nil,nil,4,nil,"3,57% Käufer-Provision inkl. MwSt","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"Attraktives Mehrfamilienhaus in ruhiger Seitenstraße: 4 Einheiten,saniert,voll vermietet,Top-Lage",299.500 €,"Knautkleeberg-Knauthain, 04249 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,"191,35 m²",200 m²,1.565 €/m²,Mehrfamilienhaus,"242,05 m²",nil,nil,4,nil,"3,57% Käufer-Provision inkl. MwSt","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
