title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Das Haus für die große Familie mit Einliegerwohnung, Garten, Terrasse und Doppelgarage",395.000 €,"Brebach-Fechingen, 66130 Saarbrücken
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,205 m²,880 m²,1.927 €/m²,Einfamilienhaus (freistehend),nil,nil,4,2,4 Garagen,"3,57% des notariellen Kaufpreises",{}
BLIESRANSBACH : Handwerkerobjekt mit 860 m² TRAUMGRUNDSTÜCK in ruhiger LAGE !,185.000 €,"66271 Kleinblittersdorf, Stadtverband Saarbrücken (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,170 m²,860 m²,1.088 €/m²,Mehrfamilienhaus,83 m²,nil,3,2,1 Garage,"3,57 % ( incl. 19 % MwSt )",{'is24qa-keller-label': ''}
Einfamilienhaus mit schönem Garten,450.000 €,"66440 Blieskastel, Saarpfalz-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,259 m²,600 m²,1.737 €/m²,Villa,nil,nach Absprache,nil,nil,2 Garagen,"3,57 % inkl. ges. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"Villa mit Pool + Einliegerwohnung, Höhenlage in Sackgasse mit Panoramablick",649.000 €,"Bübingen, 66129 Saarbrücken
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,439 m²,726 m²,1.478 €/m²,Einfamilienhaus (freistehend),83 m²,Sofort,4,2,1 Garage,"3,57% inkl. MwSt.",{'is24qa-einliegerwohnung-label': ''}
Zweifamilienhaus mit großer Lagerhalle und weitläufigem Grundstück in Schwalbach OT zu verkaufen,359.000 €,"66773 Schwalbach, Saarlouis (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,207 m²,3.478 m²,1.734 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,2 Garagen,"3,57 % inkl. gesetzlicher MwSt.","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Großflächiges Grundstück mit sanierungsbedürftigem Gebäude in Medelsheim zu verkaufen,78.000 €,"66453 Gersheim, Saarpfalz-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,147 m²,2.941 m²,531 €/m²,Bauernhaus,nil,nil,nil,nil,nil,"2,975 % inkl. MwSt.",{}
Altes Bauernhaus mit großem Grundstück in Medelsheim zu verkaufen,98.000 €,"66453 Gersheim, Saarpfalz-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,180 m²,1.550 m²,544 €/m²,Bauernhaus,nil,nil,nil,2,nil,"2,975 % inkl. MwSt.",{'is24qa-keller-label': ''}
Einfamilienhaus mit Einliegerwohnung und großem Grundstück in Rehlingen-Siersburg OT zu verkaufen,499.000 €,"66780 Rehlingen-Siersburg, Saarlouis (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,398 m²,1.509 m²,1.254 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,3,2 Garagen,"2,975 % inkl. MwSt.","{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Großzügiges 1-2 Familienhaus mit Nebengebäude und Garagen in Beckingen OT zu verkaufen,169.000 €,"66701 Beckingen, Merzig-Wadern (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,200 m²,1.097 m²,845 €/m²,Bauernhaus,nil,nil,nil,2,2 Garagen,"3,57 % inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Gepflegtes Wohn-/Geschäftshaus mit ausreichend Parkmöglichkeiten in Ensheim,350.000 €,"Ensheim, 66131 Saarbrücken
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,240 m²,490 m²,1.458 €/m²,Wohnimmobilie (sonstige),nil,nach Vereinbarung,nil,nil,6 Außenstellplätze,"3,57 inkl. MwSt.",{'is24qa-keller-label': ''}
