title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Kompaktes Eigenheim mit Garten und Stellplatz in idyllischer Wassernähe,98.000 €,"04838 Jesewitz, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"66,14 m²","396,14 m²",1.482 €/m²,Einfamilienhaus (freistehend),nil,ab sofort,1,1,1 Außenstellplatz,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}"
"Günstiges, modernisiertes 2-Raum-Einfamilienhaus in Markersdorf",120.000 €,"Im Oberdorf 55,
02829 Markersdorf, Görlitz (Kreis)",2,70 m²,730 m²,1.714 €/m²,Einfamilienhaus (freistehend),nil,8.4.2024,1,1,1 Stellplatz,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Großzügiges Anwesen mit viel Potential im Zentrum von Bernsdorf,146.000 €,"02994 Bernsdorf, Bautzen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,160 m²,1.350 m²,913 €/m²,Einfamilienhaus (freistehend),150 m²,nil,nil,2,1 Stellplatz,"3,57 inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Einfamilienhaus in idyllischem Dorf mit Nebengebäude,155.000 €,"OT Hohendorf 32,
04539 Groitzsch, Leipzig (Kreis)",7,137 m²,630 m²,1.131 €/m²,Einfamilienhaus (freistehend),50 m²,nil,3,2,2 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Einfamilienhaus am Rande der Dübener Heide,Auf Anfrage,"Querstraße 6,
04838 Doberschütz, Nordsachsen (Kreis)",10,164 m²,1.519 m²,nil,Einfamilienhaus (freistehend),nil,6.5.2024,2,3,1 Carport,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Schickes Mehrfamilienhaus in Zwickau Nordvorstadt,899.000 €,"Nordvorstadt, 08058 Zwickau
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",40,520 m²,380 m²,1.729 €/m²,Mehrfamilienhaus,520 m²,2.6.2024,16,8,nil,Nein,"{'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Lichtdurchflutetes Einfamilienhaus mit Gartenoase und Ausblick über Chemnitz Schönau,240.000 €,"Schönau, 09116 Chemnitz
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"112,08 m²","760,08 m²",2.141 €/m²,Einfamilienhaus (freistehend),nil,ab sofort,4,2,1 Garage,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
EINZIEHEN UND WOHLFÜHLEN I GERÄUMIGES ZUHAUSE FÜR GROßE FAMILIE,549.000 €,"Heiterblick, 04329 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,112 m²,255 m²,4.902 €/m²,Doppelhaushälfte,45 m²,01.06.2024,4,1,2 Stellplätze,"4,76% inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
Einfamilienhaus mit großem Grundstück!,220.000 €,"01561 Wildenhain, Meißen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,98 m²,700 m²,2.245 €/m²,Einfamilienhaus (freistehend),nil,Sofort.,nil,nil,nil,"3,57 % vom Kaufpreis incl. gesetzl. MwSt.",{'is24qa-online-besichtigung-moeglich-label': ''}
"FÜR BAUFIRMEN, HANDWERKER ODER GROßE FAMILIEN",285.000 €,"01705 Freital, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",14,287 m²,487 m²,993 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,1 Garage,7.14% inkl. MwSt.,{}
