title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
EFH in Bester Lage von Saarbrücker Ortsteil Scheidterberg,249.000 €,"Scheidt, 66133 Saarbrücken
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,125 m²,209 m²,1.992 €/m²,Reiheneckhaus,80 m²,nil,nil,1,Garage,"Die Käuferprovision beträgt 3,57 % des Kaufpreises inkl. 19% MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}"
IK | Homburg-Websweiler: Einfamilienhaus mit schönem Garten,189.000 €,"66424 Homburg, Saarpfalz-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,173 m²,494 m²,1.092 €/m²,Doppelhaushälfte,nil,nach Absprache,3,2,1 Garage,"Es fällt eine Käuferprovision von 3,57% inkl. 19% gesetzl MwSt. auf den beurkundeten Kaufpreis an.",{'is24qa-keller-label': ''}
gepflegtes Einfamilienhaus mit schönem Garten in Überherrn-Felsberg,129.000 €,"66802 Überherrn, Saarlouis (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,95 m²,470 m²,1.358 €/m²,Einfamilienhaus (freistehend),40 m²,nil,2,1,2 Außenstellplätze,"2,38 %",{'is24qa-keller-label': ''}
Historisches Juwel in St. Wendel - Posthof,760.000 €,"66606 Sankt Wendel, Sankt Wendel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",24,803 m²,984 m²,946 €/m²,nil,624 m²,nil,nil,nil,14 Außenstellplätze,"3,57 % inkl. gesetzl. MwSt.",{'is24qa-keller-label': ''}
exklusives und sehr hochwertiges Wohnhaus in Toplage in Neunkirchen-Saar,749.000 €,"66538 Neunkirchen, Neunkirchen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,360 m²,1.100 m²,2.081 €/m²,Wohnimmobilie (sonstige),nil,nach Absprache,8,4,2 Garagen,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"Architektonisch anspruchsvolle Immobilie in Bous, Am Weinberg",799.000 €,"66359 Bous, Saarlouis (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,260 m²,870 m²,3.073 €/m²,Mehrfamilienhaus,95 m²,nach Absprache,4,3,Carport,"2,97 inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Renovierungsbedürftiges Reihenmittelhaus in RUHIGER Lage mit GARAGE + kleinem GARTEN...!,63.000 €,"66640 Namborn, Sankt Wendel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,105 m²,183 m²,600 €/m²,Reihenmittelhaus,nil,nil,3,1,1 Garage,"€ 3.570,00 incl. 19 % MwSt.",{}
3-Familienhaus mit 140m² WFL und Garten in Merzig,299.999 €,"66663 Merzig, Merzig-Wadern (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,140 m²,390 m²,2.143 €/m²,Mehrfamilienhaus,nil,nil,3,3,1 Außenstellplatz,"3,57 % inkl. MwSt.",{}
/Attraktiver Bungalow mit großem Grundstück in 66629 Freisen zu verkaufen,192.000 €,"66629 Freisen, Sankt Wendel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,153 m²,1.117 m²,1.255 €/m²,Bungalow,nil,ab sofort,3,1,1 Garage,"Die Maklercourtage für den Käufer beträgt 3,57 % (incl. gesetzl. Mwst.)",{}
Einfamilienhaus in Schiffweiler,155.000 €,"66578 Schiffweiler, Neunkirchen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,148 m²,453 m²,1.047 €/m²,Einfamilienhaus (freistehend),nil,frei nach Vereinbarung,nil,3,nil,"3,57 %",{}
