title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Tolle Dachgeschosswohnung mit sonniger Terrasse in Halle-Kröllwitz!,350.000 €,"Kröllwitz, 06120 Halle (Saale)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"101,72 m²",3.441 €/m²,Dachgeschoss,nil,sofort,nil,1,1 Carport,"3,57%","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Greifen Sie zu! Gepflegte 2-Zi.-ETW mit großem Balkon und Freistellplatz in Ottersleben,100.000 €,"Ottersleben, 39116 Magdeburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"57,67 m²",1.734 €/m²,nil,nil,ab sofort,2,1,1 Außenstellplatz,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
"Einmalig!Schicke Penthouse 4-Raumwohnung (WE 12) in der südlichen Innenstadt inkl. Dachterasse, uvm.",479.900 €,"Liebenauer Straße 41,
Lutherplatz/Thüringer Bahnhof, 06110 Halle (Saale)",4,103 m²,4.659 €/m²,Penthouse,nil,nach Vereinbarung,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Maisonette Wohnung,157.000 €,"06886 Lutherstadt Wittenberg, Wittenberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,77 m²,2.039 €/m²,nil,nil,nil,nil,1,nil,3.57%,{'is24qa-balkon-terrasse-label': ''}
"Etagenwohnung in 06110 Halle, Bertramstr.",89.000 €,"Südliche Innenstadt, 06110 Halle (Saale)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,103 m²,864 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,nil,{'is24qa-keller-label': ''}
Reiheneckhaus im Scholleviertel Halle-Gesundbrunnen inkl. Garage,219.000 €,"Gesundbrunnen, 06128 Halle (Saale)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,95 m²,2.305 €/m²,nil,nil,nil,nil,nil,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"2-Raum-Eigentumswohnung in Dessau Mitte, vermietet",79.000 €,"Antoinettenstr. 28,
Innerstädtischer Bereich Mitte, 06844 Dessau-Roßlau",2,71 m²,1.113 €/m²,Etagenwohnung,75 m²,nil,1,1,1 Außenstellplatz,"4,16 % des Kaufpreises","{'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Privatsphäre garantiert - gehobene 3-Zi.-Maisonette auf der Peißnitzinsel in Halle (Saale),330.000 €,"Saaleaue, 06108 Halle (Saale)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"100,04 m²",3.299 €/m²,Maisonette,nil,nach Absprache,2,1,1 Tiefgaragen-Stellplatz,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': ''}"
Gelegenheit - Eigentumswohnung mit Balkon (Süd-/West) im 1.OG / Mittelwohnung und Fernwärme!,57.500 €,"Thomas-Müntzer-Straße 16,
06667 Weißenfels, Burgenlandkreis",2,"49,88 m²",1.153 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,3 % zzgl. ges. MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Gepflegte 2-Zi.-Maisonette-Wohnung mit Balkon und Stellplatz Nähe Moritzhof,95.000 €,"Neue Neustadt, 39124 Magdeburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"68,17 m²",1.394 €/m²,Maisonette,nil,nach Absprache,1,1,1 Außenstellplatz,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': ''}"
Schöne 4-Raum-Wohnung mit neuer Heizungsanlage in Hohenmölsen OT Granschütz,50.000 €,"06679 Granschütz, Burgenlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,88 m²,568 €/m²,Maisonette,nil,nil,nil,1,1 Außenstellplatz,"3.500,00 Euro Käufercourtage inklusive der gesetzlichen Mehrwertsteuer",{'is24qa-keller-label': ''}
Die kleine Kapitalanlage! Mieter vorhanden neuer Eigentümer gesucht,50.000 €,"Neue Neustadt, 39124 Magdeburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,38 m²,1.316 €/m²,Etagenwohnung,nil,nil,1,1,nil,"5,95% des Kaufpreises","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Helle Maisonette-Wohnung in Dessau-Kochstedt,189.000 €,"Hauerwinkel 17,
Kochstedt, 06847 Dessau-Roßlau",4,98 m²,1.929 €/m²,Maisonette,98 m²,12.5.2024,3,2,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Helle und freundliche Dachgeschosswohnung mit Balkon,59.000 €,"39646 Oebisfelde, Börde (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"56,55 m²",1.043 €/m²,Dachgeschoss,nil,nach Absprache,1,1,1 Stellplatz,"3,57% inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"TOP Lage Top Preis, 3 Zimmer Wohnung in Wittenberg mit Balkon",157.000 €,"Schulstrasse 7,
06886 Lutherstadt Wittenberg, Wittenberg (Kreis)",3,78 m²,2.013 €/m²,Dachgeschoss,35 m²,sofort,1,1,1 Garage,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Address for Success - Investoren aufgepasst!,95.000 €,"06796 Brehna, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"77,34 m²",1.228 €/m²,nil,0 m²,nil,2,1,2 Stellplätze,"Die Käuferprovision beträgt 4,17 % inkl. 19 % MwSt. vom notariellen Kaufpreis.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
"Zentrale Wohnlage, mit hervorragender Anbindung zur Altstadt !",149.000 €,"Südliche Innenstadt, 06110 Halle (Saale)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,86 m²,1.733 €/m²,nil,nil,nil,nil,nil,nil,3.57% inkl. 19% MwSt.,{}
Einmalig! Tolle 4/5-Raumwohnung (WE1) in der südlichen Innenstadt inkl. Doppel-Stellplatz und Garten,629.900 €,"Liebenauer Straße 41,
Lutherplatz/Thüringer Bahnhof, 06110 Halle (Saale)",4,127 m²,4.960 €/m²,Erdgeschosswohnung,nil,nach Vereinbarung,nil,nil,2 Außenstellplätze,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Einmalig!Schicke Penthouse 4-Raumwohnung (WE 11) in der südlichen Innenstadt inkl. Stellplatz, uvm.",544.900 €,"Liebenauer Straße 41,
Lutherplatz/Thüringer Bahnhof, 06110 Halle (Saale)",4,117 m²,4.657 €/m²,Penthouse,nil,nach Vereinbarung,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
270° DACHTERRASSE & STELLPLATZ - HELLE RÄUME UND WEITBLICK,349.000 €,"Kröllwitz, 06120 Halle (Saale)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,101 m²,3.455 €/m²,Loft,nil,nil,nil,nil,1 Tiefgaragen-Stellplatz,3.57% inkl. MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
