title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Moderne, helle 3-Raum-Wohnung mit Balkon und Garage",95.000 €,"38820 Halberstadt, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,89 m²,1.067 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Garage,"3,57%inkl. MwSt",{}
Optimal für Kapitalanleger: 2 vermietete Wohnungen...,100.000 €,"38895 Langenstein, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,116 m²,862 €/m²,Etagenwohnung,nil,nil,2,nil,Außenstellplatz,"3,57 % (inkl. MwSt.) vom Kaufpreis",{'is24qa-balkon-terrasse-label': ''}
+++ETW mit Balkon + Stellplatz - Gardelegen+++,137.000 €,"39638 Gardelegen, Altmarkkreis Salzwedel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"76,15 m²",1.799 €/m²,Etagenwohnung,"76,15 m²",nil,1,1,1 Außenstellplatz,"3,57 % inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Entdecken Sie Ihr Traumobjekt mit besonderem Charme - 3 Raum-DG-ETW mit vielen Extras,150.000 €,"06406 Bernburg (Saale), Salzlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,76 m²,1.974 €/m²,Dachgeschoss,nil,nil,1,1,1 Tiefgaragen-Stellplatz,"3,57% inkl. gesetzl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Kapitalanlage: Wohnungspaket nahe dem Schloßpark Langenstein!,80.000 €,"38895 Langenstein, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,96 m²,833 €/m²,Etagenwohnung,nil,nil,2,2,Außenstellplatz,"3,57 % (inkl. MwSt.) vom Kaufpreis","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Kapitalanlage / Dachgeschoss WHG,135.000 €,"Hellestr. 2a,
Leipziger Straße, 39112 Magdeburg",3,"71,5 m²",1.888 €/m²,Dachgeschoss,8 m²,nil,2,1,nil,"2,975% inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
* Wernigerode * Zentrumsnah * 2 Zimmer * Tageslichtküche * Bad mit Wanne *,100.000 €,"Johann-Sebastian-Bach-Straße 7,
38855 Wernigerode, Harz (Kreis)",2,53 m²,1.887 €/m²,Etagenwohnung,nil,01.02.2024,nil,1,nil,"3,57% inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Aus 2 mach 1: 2 Wohnungen zum Zusammenlegen mit Baugenehmigung,75.000 €,"Max-Lingner-Str. 11,
06667 Weißenfels, Burgenlandkreis",4,107 m²,701 €/m²,Etagenwohnung,107 m²,nil,3,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Eigentumswohnung im schönen Wernigeröder Wohnpark ""Charlottenlust""!",150.000 €,"38855 Wernigerode, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,60 m²,2.500 €/m²,Etagenwohnung,nil,nil,1,1,1 Außenstellplatz,"2,38% inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Attraktiv geschnittene 2-Raum Wohnung mit Einbauküche am Goethepark,62.500 €,"39288 Burg, Jerichower Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,50 m²,1.250 €/m²,nil,56 m²,01.07.2023,1,1,nil,3.57 %,"{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
