title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Charmante Maisonette in ruhiger & grüner Lage Geras - Ideal für Selbstnutzer,95.000 €,"Lusan-Laune, 07549 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,90 m²,1.056 €/m²,Erdgeschosswohnung,nil,Sofort,nil,1,1 Stellplatz,4.760 € inkl. Mwst.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
"3 Eigentumswohnungen inkl. Carport in Brühlervorstadt, als Kapitalanlage/zur Eigennutzung",Auf Anfrage,"Brühlervorstadt, 99084 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,92 m²,nil,Sonstige,nil,nil,nil,nil,3 Carports,Nein,"{'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Verkaufsstart jetzt! Exklusive 4-R-Eigentumswohnung in der Johannisvorstadt,394.310 €,"Johannesvorstadt, 99086 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"91,7 m²",4.300 €/m²,Etagenwohnung,nil,2025,3,1,nil,"3,57% inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
"*** LAGE, LAGE ,LAGE *** Altstadtflair in Erfurt *** Geben Sie uns Ihr Preisangebot ab !",229.500 €,"Altstadt, 99084 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,73 m²,3.144 €/m²,Dachgeschoss,nil,1.03.2023,2,nil,nil,"2,95 % inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Einzimmerwohnung in Untermhaus -EBK- sofort bezugsfertig!,53.500 €,"Untermhaus, 07548 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,41 m²,1.305 €/m²,Erdgeschosswohnung,5 m²,nil,nil,1,nil,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"*** Zentral, gepflegt, belebt - 4 Zimmer Wohnung in Erfurt ***",209.000 €,"Krämpfervorstadt, 99085 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"90,77 m²",2.303 €/m²,Etagenwohnung,nil,nil,nil,2,nil,"3,57% inkl. MwSt.","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Geräumige Eigentumswohnung für Eigennutzer mit Terrasse und Garten,252.500 €,"99423 Großobringen, Weimarer Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,134 m²,1.884 €/m²,Erdgeschosswohnung,nil,Mai 2024,3,2,2 Stellplätze,"3,57 % vom Kaufpreis inclusive MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Kleine Sparbüchse mit Tiefgarage!,69.000 €,"98617 Meiningen, Schmalkalden-Meiningen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,"35,07 m²",1.967 €/m²,Dachgeschoss,nil,sofort,nil,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-einbaukueche-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Stilvolle 4-Raum-Erdgeschosswohnung mit großer Terrasse in Weimar Altstadt,369.000 €,"Karlstraße 5,
Altstadt, 99423 Weimar",4,98 m²,3.765 €/m²,Erdgeschosswohnung,nil,1.5.2024,3,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Exklusive, bezugsfertige, 2-Zimmer-Wohnung mit riesen Terasse in Jena",175.000 €,"Feldstrasse 9,
Wenigenjena, 07749 Jena",2,"47,5 m²",3.684 €/m²,Etagenwohnung,nil,14.2.2024,2,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
1-Zimmer-Wohnung zur Eigennutzung oder Vermietung in Altenburg Südost,19.900 €,"04600 Altenburg, Altenburger Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,27 m²,737 €/m²,Etagenwohnung,29 m²,nil,1,1,nil,"3,57 % inkl. MwSt.","{'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
BEZUGSFREI DG-Wohnung Stadthaus am Südpark/Steiger-Löbervorstadt,279.000 €,"Daberstedt, 99096 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,73 m²,3.822 €/m²,Dachgeschoss,"42,1 m²",sofort,1,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Heute vermieten, morgen selbst nutzen!",108.000 €,"98617 Meiningen, Schmalkalden-Meiningen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,56 m²,1.929 €/m²,Etagenwohnung,nil,nil,1,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Kernsanierte 2-Zimmer-Wohnung mit Stellplatz, Tageslichtbad, EBK und Balkon",70.000 €,"96515 Sonneberg, Sonneberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,62 m²,1.129 €/m²,Dachgeschoss,0 m²,nil,1,1,1 Außenstellplatz,"2,94% vom Kaufpreis inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
*** Altstadtflair in Erfurt *** mit sonniger Dachterrasse *** sofort bezugsfähig ***,229.500 €,"Altstadt, 99084 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,73 m²,3.144 €/m²,nil,nil,nil,nil,nil,nil,"2,95 % inkl. MwSt.",{'is24qa-online-besichtigung-moeglich-label': ''}
Kapitalanlage im Zentrum von Bad Lobenstein!,59.500 €,"07356 Bad Lobenstein, Saale-Orla-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"48,61 m²",1.224 €/m²,nil,nil,nil,nil,nil,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
