title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Schöne 2-Zimmerwohnung in Siegen,149.000 €,"Kaan-Marienborn, 57074 Siegen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,69 m²,2.159 €/m²,Terrassenwohnung,8 m²,nil,1,1,1 Außenstellplatz,"2,38%","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Erstbezug nach Kernsanierung: Sonnige Dreizimmerwohnung im Herzen von Baumberg,279.000 €,"40789 Monheim am Rhein, Mettmann (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"87,54 m²",3.187 €/m²,Etagenwohnung,nil,sofort,2,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
NACHHALTIG MODERNISIERRT AM AGNESVIERTEL: RUHIGE LAGE MIT TAGESLICHTBAD UND AUFZUG +PROVISIONSFREI+,435.500 €,"Altstadt/Nord, 50668 Köln
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"63,17 m²",6.894 €/m²,Etagenwohnung,nil,nil,2,1,nil,Nein,"{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
4 Zimmer Eigentumswohnung,240.000 €,"59494 Soest, Soest (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"107,44 m²",2.234 €/m²,Etagenwohnung,nil,nil,2,1,1 Garage,"4,76 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
3-Zimmer-Wohnung in Duisburg-Hochfeld,149.000 €,"Hochfeld, 47053 Duisburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,80 m²,1.863 €/m²,Etagenwohnung,nil,nach Absprache,2,1,nil,"3,57 % Käuferprovision inkl. 19 % MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Sanierte 3-Zi.-ETW mit Garage in begehrter Vorstadtlage in Köln Porz,279.287 €,"Eil, 51145 Köln
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"83,26 m²",3.354 €/m²,nil,nil,ab sofort,2,1,nil,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
In beliebter Wohnlage mit Aussicht auf die Felder!,99.000 €,"59174 Kamen, Unna (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,81 m²,1.222 €/m²,Etagenwohnung,nil,nil,2,nil,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Die beste Adresse für Tennis- und Wellnessfreunde in Toplage Grafenberger Wald,898.000 €,"Rolander Weg 21,
Ludenberg, 40629 Düsseldorf","3,5",152 m²,5.908 €/m²,Etagenwohnung,14 m²,1. 5. 2024,2,2,2 Garagen,"2,38%","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
2. OBERGESCHOSS - SCHÖNE WOHNUNG IN DER INNENSTADT,140.000 €,"33142 Büren, Paderborn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,74 m²,1.892 €/m²,nil,nil,nach Absprache,2,1,nil,"3,99 %","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"1. OBERGESCHOSS - WOHNUNG IN DER INNENSTADT, MIT SEPARATEM WC UND BALKON",99.000 €,"33142 Büren, Paderborn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,52 m²,1.904 €/m²,nil,nil,nach Absprache,1,1,nil,"3,99 %","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
