title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Schicke 3-Raum Eigentumswohnung,82.000 €,"06179 Teutschenthal, Saalekreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,67 m²,1.224 €/m²,Etagenwohnung,nil,nach Absprache,1,1,1 Außenstellplatz,Nein,"{'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Eigentumswohnung in Stendal-Röxe,54.900 €,"39576 Stendal, Stendal (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"41,78 m²",1.314 €/m²,nil,nil,nil,1,1,nil,"3.570,- EUR inkl. MwSt","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': ''}"
Traumhafte Maisonette-Eigentumswohnung mit Designer-Einbauküche,959.000 €,"Reichardtstraße 0,
Giebichenstein, 06114 Halle (Saale)",6,250 m²,3.836 €/m²,Maisonette,nil,Nach Vereinbarung,6,2,nil,-,"{'is24qa-personenaufzug-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Gemütliche Eigentumswohnung in einer ehem. Villa mit gewissem Charme,43.200 €,"38879 Schierke, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,27 m²,1.600 €/m²,nil,nil,nil,nil,1,nil,"1.785,00 € incl. MwSt. Käufercourtage",{}
Eigentumswohnung mit Gartengrundstück,160.000 €,"06449 Aschersleben, Salzlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,81 m²,1.975 €/m²,Erdgeschosswohnung,134 m²,nil,2,1,1 Carport,"Die Käufer-Provision beträgt 3,57 % vom Kaufpreis inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Einmaliges exklusives Angebot! Wohnen am Wasserfall mit Elbblick und traumhaften Sonnenuntergängen!,420.000 €,"Cracau, 39114 Magdeburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"107,23 m²",3.917 €/m²,Terrassenwohnung,"107,23 m²",ab sofort,2,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Kaptialanlage 3-Raum Wohnung in Zerbst,75.000 €,"39261 Zerbst/Anhalt, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,73 m²,1.027 €/m²,Etagenwohnung,nil,19.03.2024,3,1,1 Außenstellplatz,3 %,"{'is24qa-balkon-terrasse-label': '', 'is24qa-vermietet-label': ''}"
Großzügige Eigentumswohnung im Obergeschoss einer stilvollen Jugenstilvilla,136.000 €,"38879 Schierke, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,75 m²,1.813 €/m²,nil,nil,nil,nil,1,nil,"3,57 % incl. MwSt. vom beurkundeten Kaufpreis Käufercourtage",{}
Mit Schloßblick!,130.000 €,"38855 Wernigerode, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"77,38 m²",1.680 €/m²,Etagenwohnung,nil,nil,2,1,1 Garage,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
"Schöne freundliche 1 Zi-DG_WE mit Laminat, off. Küche und Duschbad direkt im Stadtzentrum",79.000 €,"Anhalter Straße 9,
Nördliche Innenstadt, 06108 Halle (Saale)",1,31 m²,2.548 €/m²,Dachgeschoss,nil,01.08.2024,nil,nil,nil,"3,57 % vom Kaufpreis inkl. MwSt.","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
WOHNUNG MIT DIREKTEM SEEBLICK! ENERGIEEFFIZENT - MODERN - STILVOLL - EINZIGARTIG,668.000 €,"06774 Pouch, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,139 m²,4.806 €/m²,Hochparterre,10 m²,2024,nil,2,2 Tiefgaragen-Stellplätze,"3,57% (inkl. MwSt.)","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
Ca. 4 % Rendite,85.000 €,"38855 Wernigerode, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"43,2 m²",1.968 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Außenstellplatz,"3,57 % inkl. ges. MwSt.",{'is24qa-vermietet-label': ''}
DACHGESCHOSSTRAUM MIT SEEBLICK! EXKLUSIVE AUSSTATTUNG - BALKON -2 TIEFGARAGENSTELLPLÄTZE-,646.000 €,"06774 Pouch, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,129 m²,5.008 €/m²,Dachgeschoss,10 m²,nil,nil,1,2 Tiefgaragen-Stellplätze,"3,57% (inkl. MwSt.)","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
Gemütliche Eigentumswohnung mit Fussbodenheizung und Kaminofen im schönen Harzstädtchen Schierke,78.400 €,"38879 Schierke, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,49 m²,1.600 €/m²,Erdgeschosswohnung,nil,nach Vereinbarung,nil,1,nil,"3,57 % vom KP inkl. MwSt zu zahlen vom Käufer",{}
"Eigentumswohnung, zentrale Lage, in einem gepflegtem Umfeld.",175.000 €,"Harzweg 7,
06484 Quedlinburg, Harz (Kreis)",3,87 m²,2.011 €/m²,Dachgeschoss,nil,nil,nil,nil,1 Carport,"Die Käufer-Provision beträgt 2,38 % vom Kaufpreis inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Zauberhafte MAISONETTE - WOHNUNG 3,459.000 €,"38855 Wernigerode, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,150 m²,3.060 €/m²,nil,nil,nil,3,2,2 Garagen,"2,38 %","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Renovierte 2 Raum Wohnung mit Terrasse in Zerbst,60.000 €,"39261 Zerbst/Anhalt, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"54,05 m²",1.110 €/m²,Erdgeschosswohnung,nil,01.04.2024,1,1,nil,3 %,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
2-Raum-Wohnung mit Terrasse am Wilhelminischen Hof,55.000 €,"39261 Zerbst/Anhalt, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"54,37 m²",1.012 €/m²,Erdgeschosswohnung,nil,01.04.2024,1,1,nil,3 %,"{'is24qa-balkon-terrasse-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Charmante 2-Zimmer-Wohnung mit Balkon und Carport in grüner Umgebung,210.000 €,"Dölau, 06120 Halle (Saale)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,68 m²,3.088 €/m²,Etagenwohnung,nil,sofort,2,1,1 Carport,"3,57% Käuferprovision inkl. gesetzl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
WOHNUNG MIT SEEBLICK! - NEUBAU - BALKON - TIEFGARAGE - EXKLUSIVE AUSSTATTUNG,602.500 €,"06774 Pouch, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,134 m²,4.496 €/m²,Erdgeschosswohnung,10 m²,nil,nil,1,1 Tiefgaragen-Stellplatz,"3,57% (inkl. MwSt.)","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': ''}"
