title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Kaufpreis reduziert . Gepflegte Eigentumswohnung in der Skatstadt Altenburg zur Eigennutzung,39.950 €,"04600 Altenburg, Altenburger Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"58,42 m²",684 €/m²,Etagenwohnung,nil,Okt. 2023,2,1,nil,"3,57% inkl. MwSt.","{'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
Doppelhaushälfte zur Kapitalanlage,94.900 €,"07955 Auma, Greiz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,130 m²,730 €/m²,nil,nil,nil,nil,nil,nil,Nein,"{'is24qa-einbaukueche-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Ein gemütliches Zuhause im Herzen der Landeshauptstadt Erfurt,160.000 €,"Altstadt, 99084 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,60 m²,2.667 €/m²,Dachgeschoss,nil,sofort,1,1,nil,"3,57% inkl. MwSt.","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Neuwertige 3-Zimmerwohnung mit Einbauküche für Kapitalanleger in Suhl,245.000 €,"Gothaer Straße 5,
Suhl-Mitte, 98527 Suhl",3,78 m²,3.141 €/m²,Etagenwohnung,nil,sofort,2,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Zu verkaufen! 3-Raum-Eigentumswohnung mit Balkon für Kapitalanleger oder Selbstnutzer,105.000 €,"Nebestraße 6,
Stadtzentrum, 99817 Eisenach",3,"80,52 m²",1.304 €/m²,Hochparterre,nil,sofort zum Kauf,2,1,nil,3% zzgl. MwSt,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
Vermietete 2-Zimmer Wohnung in Erfurt zum Kauf,115.000 €,"Magdeburger Allee 182,
Ilversgehofen, 99086 Erfurt",2,55 m²,2.091 €/m²,Etagenwohnung,nil,nil,1,1,nil,"3,57%",{'is24qa-keller-label': ''}
Erdgeschosswohnung mit Terrasse im Grünen,81.500 €,"Wiesenweg 5 a/b/c,
99869 Haina, Gotha (Kreis)",3,"81,5 m²",1.000 €/m²,Erdgeschosswohnung,5 m²,Zeitnaher Erwerb,2,1,nil,3 % inkl. MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Besondere Eigentumswohnung im Zentrum Apoldas | Maisonette,128.000 €,"Bachstraße 34,
99510 Apolda, Weimarer Land (Kreis)",3,79 m²,1.620 €/m²,Maisonette,nil,nil,2,1,nil,"3,57%",{'is24qa-keller-label': ''}
Außerordentlich schöne 4-Raum-Wohnung,75.000 €,"Lusan-Brüte, 07549 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,85 m²,882 €/m²,Etagenwohnung,6 m²,nil,nil,1,Außenstellplatz,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Wohnen im denkmalgeschützen Haus in Altenburg mit Balkon!,79.000 €,"04600 Altenburg, Altenburger Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"71,23 m²",1.109 €/m²,Etagenwohnung,6 m²,nil,2,1,nil,"4,20 % des Kaufpreises inkl. ges. MwSt. (in Höhe von derzeit 19 %)","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Hochwertige Dreiraum Eigentumswohnung in beliebter Jenaer Wohnlage,299.000 €,"Jena-Nord, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"75,32 m²",3.970 €/m²,Etagenwohnung,5 m²,nil,2,1,1 Tiefgaragen-Stellplatz,"2,98 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': ''}"
3-Zimmerwohnung mit Balkon und Garage,150.000 €,"42857 Oberdorla, Unstrut-Hainich-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,70 m²,2.143 €/m²,Erdgeschosswohnung,nil,nil,nil,nil,nil,"3,57 % inkl. ges. MwSt.",{}
VERKAUF!!!renovierte 2-Raumwohnung in schöner Wohnanlage,66.000 €,"Hinter dem Stephen 1,
99831 Creuzburg, Wartburgkreis",1,"50,68 m²",1.302 €/m²,Etagenwohnung,nil,sofort zum Kauf,1,1,1 Außenstellplatz,3% zzgl. geltender MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Dein Zuhause - dein sicherer Hafen,249.000 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"83,8 m²",2.971 €/m²,Etagenwohnung,nil,sofort,2,1,1 Tiefgaragen-Stellplatz,"3,57% des Kaufpreises inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': ''}"
Kompakt Wohnen in Eisenach,79.000 €,"Stadtzentrum, 99817 Eisenach
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"61,3 m²",1.289 €/m²,Etagenwohnung,nil,sofort,nil,nil,nil,"3,57% des Kaufpreises inkl. MwSt.",{'is24qa-balkon-terrasse-label': ''}
"***RESERVIERT*** Entzückende, bezugsbereite Einraumwohnung mit Balkon in der Erfurter Altstadt",117.000 €,"Marktstraße 34 a,
Altstadt, 99084 Erfurt",1,"28,47 m²",4.110 €/m²,Etagenwohnung,6 m²,zeitnaher Bezug mögl,1,1,nil,3 % inkl. MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
