title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
STADTWOHNUNG IN BESTER INNENSTADT LAGE - Mit Blick auf den Michel,425.000 €,"Martin-Luther-Straße 5a,
Neustadt, 20459 Hamburg",2,49 m²,8.673 €/m²,Etagenwohnung,nil,sofort,nil,1,nil,"3,57% inkl. MwSt.",{'is24qa-einbaukueche-label': ''}
Eigentumswohnung als Kapitalanlage in zentraler Lage von Harburg zu verkaufen,185.000 €,"Harburg (Ortsteil), 21073 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"50,29 m²",3.679 €/m²,Dachgeschoss,nil,nil,nil,nil,nil,"Wir berechnen dem Käufer eine Maklerprovision von 2,98 % inkl. der MwSt.",{}
Neuwertig: 2 Zimmerwohnung mit TG-Stellplatz,299.000 €,"Ebeersreye 114,
Farmsen-Berne, 22159 Hamburg",2,"71,3 m²",4.194 €/m²,Etagenwohnung,nil,frei nach Vereinbarung,nil,nil,nil,"3,125 % inkl. MwSt.",{}
Charmante 3-Zimmer-Terrassenwohnung in Hamburg-Bramfeld ideal für junge Familien,449.000 €,"Bramfeld, 22175 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"83,3 m²",5.390 €/m²,Erdgeschosswohnung,nil,nil,nil,1,1 Stellplatz,"3,57 %","{'is24qa-personenaufzug-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Exklusive 2 Zimmer-Wohnung in Wandsbek mit Balkon,336.890 €,"Thiedeweg 28,
Wandsbek (Ortsteil), 22047 Hamburg",2,"57,1 m²",5.900 €/m²,Etagenwohnung,nil,5.4.2024,1,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Hamburg-Poppenbüttel: 2 Zimmer Wohnung mit Balkon und TG Stellplatz,340.000 €,"Poppenbüttel, 22391 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,55 m²,6.182 €/m²,Etagenwohnung,nil,nach Vereinbarung,nil,1,1 Stellplatz,3 % inkl. MwSt.,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Moderne 2-Zimmer-Wohnung in exklusiver Lage,765.000 €,"Rotherbaum, 20354 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"76,5 m²",10.000 €/m²,Etagenwohnung,nil,01.06.2024,1,1,Tiefgaragen-Stellplatz,"2,38 inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Zentrumsnah und dennoch ruhig gelegen,299.000 €,"Lohbrügge, 21033 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,100 m²,2.990 €/m²,Hochparterre,nil,sofort,1,1,nil,"3,57 % inkl. MwSt.",{}
Exklusive 1 Zimmer-Wohnung in Wandsbek mit Balkon,236.880 €,"Thiedeweg 28,
Wandsbek (Ortsteil), 22047 Hamburg",1,"37,6 m²",6.300 €/m²,Etagenwohnung,nil,15.4.2024,1,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Gepflegte Wohnung im beliebten Zylinderviertel mit Süd-Balkon und Tiefgaragenstellplatz,355.000 €,"Lokstedt, 22529 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","2,5",75 m²,4.733 €/m²,Etagenwohnung,nil,nil,1,1,1 Tiefgaragen-Stellplatz,"2,95 % inkl.ges. Mwst.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
