title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Vermietete Maisonette-Eigentumswohnung zur Kapitalanlage in Gera,67.600 €,"Lusan-Laune, 07551 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,98 m²,690 €/m²,Maisonette,nil,nil,3,2,nil,"9,52 (inkl. USt.)","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
4-Raum-Eigentumswohnung im DG | Weimar Nordvorstadt,280.800 €,"Nordvorstadt, 99423 Weimar
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,108 m²,2.600 €/m²,Dachgeschoss,108 m²,nil,3,1,nil,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
"Hier ist ihr Geld SCHÖN angelegt: Hübsche 1-Raum-Whg. mit saniertem Bad, Balkon+EBK. in guter Lage!",55.000 €,"Friedrich-Engels-Straße 26,
Stadtmitte, 07545 Gera",1,36 m²,1.528 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,"3,57% vom Kaufpreis ( inklusive MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-vermietet-label': ''}"
Großzügige 4-Zimmer-Wohnung mit Terrasse in Altenburg,105.000 €,"04600 Altenburg, Altenburger Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"117,84 m²",891 €/m²,Erdgeschosswohnung,nil,nil,nil,1,nil,"4,76 %","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Charmante Dachgeschoss-Eigentumswohnung in Nordhausen als Renditeobjekt oder zur Eigennutzung,79.000 €,"99734 Nordhausen, Nordhausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"56,34 m²",1.402 €/m²,Dachgeschoss,nil,nil,1,1,nil,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
4-Zimmer-Eigentumswohnung im EG | Weimar Nordvorstadt,286.000 €,"Nordvorstadt, 99423 Weimar
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,110 m²,2.600 €/m²,Erdgeschosswohnung,110 m²,nil,3,1,nil,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
Unvermietete Eigentumswohnung in Gera zur Selbstnutzung oder Kapitalanlage,44.280 €,"Lusan-Laune, 07551 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,64 m²,692 €/m²,nil,nil,nil,2,1,nil,"11,90 %(inkl. USt.)",{'is24qa-keller-label': ''}
Vermietete Maisonette-Eigentumswohnung zur Kapitalanlage in Gera,69.100 €,"Lusan-Laune, 07551 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,100 m²,691 €/m²,nil,nil,nil,2,1,nil,"9,52 % (inkl. USt.)","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Maisonettewohnung mit Charme und Aussicht !,Auf Anfrage,"Debschwitz, 07548 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,75 m²,nil,Maisonette,6 m²,nil,nil,1,Außenstellplatz,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
4-Raum-Eigentumswohnung im OG | Weimar Nordvorstadt,293.800 €,"Nordvorstadt, 99423 Weimar
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,113 m²,2.600 €/m²,Etagenwohnung,113 m²,nil,3,1,nil,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
