title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Villa in Cyriakstr., Bestlage - Herrschaftliche 5-Zimmerwhg. mit Wintergarten, Terrasse, Stellplatz",970.000 €,"Cyriakstraße a.A.,
Brühlervorstadt, 99094 Erfurt",5,192 m²,5.052 €/m²,Erdgeschosswohnung,nil,ab sofort oder später,4,2,1 Außenstellplatz,"1,785","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Glanzvolle 4 Raumwohnung in Bestlage,299.000 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,110 m²,2.718 €/m²,Etagenwohnung,nil,sofort,nil,nil,nil,"3,57% des Kaufpreises inkl. MwSt.",{'is24qa-balkon-terrasse-label': ''}
*** Liebhaberobjekt *** Tolle Lage ****,229.500 €,"Altstadt, 99084 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,70 m²,3.279 €/m²,Dachgeschoss,nil,nil,nil,1,nil,"2,95 % inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
NEUBAU - Größzügige 2-Raum-Wohnung mit Garten und Terrasse,281.645 €,"Johannesvorstadt, 99086 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,68 m²,4.142 €/m²,Erdgeschosswohnung,nil,Ende 2025,1,1,nil,"1,19 % inkl. 19 % MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Wunderschöne lichtdurchflutete Eigentumswohnung zur Eigennutzung,106.500 €,"Frienstedt, 99192 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,65 m²,1.638 €/m²,Dachgeschoss,nil,nach Vereinbarung,2,1,1 Außenstellplatz,"3,57% inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
HOCHWERTIGES WOHNDOMIZIL MIT VIEL PLATZ,269.000 €,"99887 Leinatal, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,165 m²,1.630 €/m²,Etagenwohnung,200 m²,nil,nil,nil,1 Außenstellplatz,2.98% inkl. MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
"Wohnquartier ""Sophie"" im Damenviertel - exklusive Eigentumswohnung Nr. 5","508.472,50 €","Jena-Zentrum, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"88,43 m²",5.750 €/m²,Etagenwohnung,nil,Mitte 2026,2,2,1 Außenstellplatz,keine,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
STILVOLLE INNENSTADTWOHNUNG - IDEAL FÜR EIGENBEDARF ODER ALS FERIENWOHNUNG,375.000 €,"Karlstraße 3,
Altstadt, 99423 Weimar",3,118 m²,3.178 €/m²,Erdgeschosswohnung,9 m²,1.4.2024,2,2,nil,"Der Käufer zahlt eine Maklerprovision in Höhe von 2,975% vom Kaufpreis (inkl. MwSt.).","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
Gut aufgeteilte 2-Zimmer-Wohnung in zentraler Lage von Sonneberg,76.000 €,"96515 Sonneberg, Sonneberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,62 m²,1.226 €/m²,Etagenwohnung,0 m²,nil,1,1,1 Außenstellplatz,"2,94% vom Kaufpreis inkl. MwSt.","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Charmante 2-Raum Eigentumswohnung mit Balkon als Anlageobjekt,70.000 €,"07607 Eisenberg, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,49 m²,1.429 €/m²,Etagenwohnung,nil,nil,1,1,nil,"2,975% inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-vermietet-label': ''}"
