title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Gepflegte 3-Zimmer Wohnung mit Balkon!,139.000 €,"31832 Springe, Hannover (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,66 m²,2.106 €/m²,Etagenwohnung,nil,nil,2,nil,nil,"Die Provision beträgt 3,57% (inkl. MwSt.)","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-vermietet-label': ''}"
"Infotag am 16.06. / 11-15 Uhr: Barrierefreie ETW inkl. Privatgarten, Süd-Terrasse & Stellplatz!",199.900 €,"Berliner Heerstraße 8,
Volkmarode, 38104 Braunschweig",2,"40,65 m²",4.918 €/m²,Erdgeschosswohnung,nil,Sommer 2025,1,1,1 Außenstellplatz,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Modernisierte 3-Zimmer Eigentumswohnung in Springe,118.000 €,"31832 Springe, Hannover (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,65 m²,1.815 €/m²,Hochparterre,nil,nil,2,1,nil,"3,57% inkl. MwSt. vom Kaufpreis zahlbar durch Käufer","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
MÖBILIERTE ERDGESCHOSSWOHNUNG MIT BALKON IN SEENÄHE!,175.000 €,"Lebenstedt, 38226 Salzgitter
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,61 m²,2.869 €/m²,nil,nil,ab sofort,2,1,nil,3.57 %,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Green Living Bothfeld,649.000 €,"Bothfeld, 30659 Hannover
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,129 m²,5.031 €/m²,Penthouse,nil,nil,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Infotag am 16.06. / 11-15 Uhr:Penthouse-ETW mit Aufzug & Stellplatz in ruhiger Lage! Sommerangebot!,249.900 €,"Berliner Heerstraße 8,
Volkmarode, 38104 Braunschweig",2,"53,43 m²",4.677 €/m²,Penthouse,nil,Sommer 2025,1,1,1 Außenstellplatz,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
AM WALDBAD - MODERNISIERTE 4 ZIMMER WOHNUNG MIT BALKON,149.900 €,"49124 Georgsmarienhütte, Osnabrück (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,78 m²,1.922 €/m²,Etagenwohnung,nil,sofort,3,1,1 Außenstellplatz,"3,57%","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
143 qm über den Dächern der Stadt!,669.500 €,"Haste, 49090 Osnabrück
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"143,26 m²",4.673 €/m²,Penthouse,"13,23 m²",nil,2,2,1 Tiefgaragen-Stellplatz,"2,08 % inkl. ges. MwSt.",{'is24qa-personenaufzug-label': ''}
Green Living Bothfeld,598.000 €,"Bothfeld, 30659 Hannover
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,140 m²,4.271 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"""Große und gepflegte Eigentumswohnung mit vielen Möglichkeiten in toller Lage in Hameln-Basberg""",207.000 €,"31785 Hameln, Hameln-Pyrmont (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,100 m²,2.070 €/m²,Dachgeschoss,nil,nil,nil,nil,2 Tiefgaragen-Stellplätze,"3,57% inkl. 19 % MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
