title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
*** Traumhafte 2 Raumwohnung mit großem Balkon in idyllischer Lage ***,75.000 €,"Am Stadtfeld 3,
99867 Gotha, Gotha (Kreis)",2,49 m²,1.531 €/m²,Dachgeschoss,"38,62 m²",sofort,1,1,1 Stellplatz,"3,57 % inkl. MwSt auf den vereinbarten Kaufpreis.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': '', 'is24qa-vermietet-label': ''}"
Wohnen direkt am Park!!!,154.000 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"65,72 m²",2.343 €/m²,Etagenwohnung,nil,sofort,1,1,2 Duplex-Stellplätze,"3,57 % inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Moderne 3-Zimmer-Neubauwohnung mit zwei Balkonen - Damenviertel in Jena,493.900 €,"Jena-Zentrum, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,90 m²,5.488 €/m²,Etagenwohnung,nil,nil,2,1,Duplex-Stellplatz,"1,19 % inkl. 19 % MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Traumhafte Eigentumswohnung für Eigennutzer,139.500 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"63,19 m²",2.208 €/m²,Etagenwohnung,nil,sofort,1,1,1 Tiefgaragen-Stellplatz,"3,57%","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Einzug sofort möglich - 2-R-ETW mit geräumigen Balkon und Stellplatz,89.900 €,"Stockhausen, 99817 Eisenach
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,61 m²,1.474 €/m²,Etagenwohnung,nil,sofort,1,1,1 Außenstellplatz,"3500,- € inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
"Erfurt-West, 2 Zimmerwohnung im 1. OG mit Balkon, sofort beziehbar",98.500 €,"Frienstedt, 99092 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,52 m²,1.894 €/m²,Etagenwohnung,8 m²,sofort,1,1,1 Tiefgaragen-Stellplatz,"3,25%+ 19% MWSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Exklusive 3-Zimmer-Wohnung an begehrter Lage in Weimar,215.000 €,"Schönblick, 99425 Weimar
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,99 m²,2.172 €/m²,Etagenwohnung,nil,nil,nil,1,1 Stellplatz,"3,57 %","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
zentrumsnah und dennoch ruhig!,64.900 €,"07356 Bad Lobenstein, Saale-Orla-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"49,85 m²",1.302 €/m²,Erdgeschosswohnung,nil,nil,nil,nil,nil,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Verkaufsstart jetzt! Exklusive Eigentumswohnung in der Johannesvorstadt,281.645 €,"Johannesvorstadt, 99086 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"67,78 m²",4.155 €/m²,Erdgeschosswohnung,nil,2025,1,1,nil,"3,57% inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
"+++Kapitalanlage oder Eigennutzung: Wohnung mit Balkon, Keller ca. 8 % Rendite möglich+++",64.000 €,"Wüllerslebener Straße 3A,
99310 Wipfratal, Ilm-Kreis",4,59 m²,1.085 €/m²,Etagenwohnung,nil,Nach Absprache,1,1,nil,"3,57 % inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
***RESERVIERT*** Bezugsbereite Erdgeschosswohnung mit Terrasse und kleinem Garten,149.000 €,"Waldallee 10,
Legefeld, 99428 Weimar",3,"71,6 m²",2.081 €/m²,Erdgeschosswohnung,5 m²,zeitnaher Bezug mögl,2,1,nil,3 % inkl. MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
"Wohnquartier ""Sophie"" im Damenviertel - exklusive Eigentumswohnung Nr. 4","505.505,50 €","Jena-Zentrum, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"89,47 m²",5.650 €/m²,Etagenwohnung,nil,Mitte 2026,2,2,1 Außenstellplatz,keine,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
"In Friedrichroda, herrliche Maisonetten-Wohnung mit Charme",176.500 €,"99894 Friedrichroda, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","4,5",125 m²,1.412 €/m²,Etagenwohnung,nil,nach Vereinbarung,3,2,1 Stellplatz,"3,57 % inkl. MwSt.","{'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Renovierungsbedürftige 4 Zimmer-Maisonette mit 2 Bädern und schönem Grundriss!,89.000 €,"Gera-Ost, 07545 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,93 m²,957 €/m²,nil,nil,ab sofort,3,2,nil,"3,57 % Käuferprovision (inkl. gesetzl. MwSt.)",{'is24qa-keller-label': ''}
Sehr schöne Eigentumswohnung mit Ausblick,93.000 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"65,94 m²",1.410 €/m²,Dachgeschoss,nil,nach Absprache,1,2,1 Carport,"3,57% inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': ''}"
Im Grünen und trotzdem zentral wohnen,55.000 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,"29,51 m²",1.864 €/m²,Erdgeschosswohnung,nil,sofort,1,1,1 Carport,"3,57 % inkl. MwSt.","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Gepflegte 2-Zimmer Eigentumswohnung! Gut und bereits langjährig vermietet!,105.000 €,"98646 Hildburghausen, Hildburghausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,65 m²,1.615 €/m²,Erdgeschosswohnung,nil,vermietet,1,1,1 Garage,"3,57 % inkl. MwSt. vom notariell beurkundeten Kaufpreis.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Zentrumsnahe Drei-Zimmer-Wohnung ohne Balkon als Kapitalanlage mit Mietsteigerungspotenzial,150.000 €,"Andreasvorstadt, 99089 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,76 m²,1.974 €/m²,Etagenwohnung,nil,nach Absprache,2,1,nil,Nein,"{'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Sehr kompakte schöne 3 Zimmerwohnung im Zentrum,57.000 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,53 m²,1.075 €/m²,Etagenwohnung,nil,01.05.2024,2,1,nil,"3,57%","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
NEUBAU - Ideal für Studierende oder Singles - Apartment im Damenviertel von Jena,112.530 €,"Jena-Zentrum, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,"19,45 m²",5.786 €/m²,Erdgeschosswohnung,nil,Mitte 2026,1,1,Duplex-Stellplatz,"1,19 % inkl. 19 % MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
