title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
2 ZIMMER WOHNUNG- HERRLICHER FERNBLICK IN DEN HARZ,59.500 €,"37441 Bad Sachsa, Osterode am Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,35 m²,1.700 €/m²,Dachgeschoss,nil,Nach Absprache,1,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Leerstehende 2-Zimmer-Wohnung, ein Handwerkertraum!",115.000 €,"Ossietzkyring 22,
Mühlenberg, 30457 Hannover",2,65 m²,1.769 €/m²,Etagenwohnung,nil,ab sofort,1,1,nil,"Die Provision beträgt 3,57 % vom Kaufpreis inkl. der gesetzlichen Umsatzsteuer.","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Attraktive Erdgeschosswohnung mit 2 Terrassen und traumhaftem Ausblick,318.000 €,"Kohnestraße 11,
Bemerode, 30559 Hannover",2,"71,86 m²",4.425 €/m²,Etagenwohnung,"6,6 m²",sofort,1,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Von Privat und tolle Lage,145.000 €,"38667 Bad Harzburg, Goslar (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,82 m²,1.768 €/m²,Etagenwohnung,nil,nach Absprache,nil,1,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
*Gelegenheit* Sanierungsbedürftige 5-Zimmer-ETW mit 2 Balkonen in Citynähe,690.000 €,"Volgersweg 27,
Oststadt, 30175 Hannover",5,178 m²,3.876 €/m²,Etagenwohnung,nil,nach Vereinbarung,4,1,nil,"3 %, zzgl. Mwst.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
"Eystrup | Attraktive, barrierefreie 3-Zimmer-Wohnung im Erdgeschoss mit schöner Südwest-Terrasse und",279.000 €,"27324 Eystrup, Nienburg (Weser) (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,90 m²,3.100 €/m²,Erdgeschosswohnung,nil,ab sofort,2,1,1 Tiefgaragen-Stellplatz,"2,5 % inkl. 19,00 % MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"Hannover (Anderten): fit, fitter Dachgeschoss.",200.000 €,"Kleefeld, 30559 Hannover
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"74,94 m²",2.669 €/m²,Dachgeschoss,4 m²,01.09.2023,2,1,1 Garage,"3,57 % inkl. ges. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Eigentumswohnung im Zentrum von Moordorf,120.000 €,"26624 Südbrookmerland, Aurich (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,75 m²,1.600 €/m²,Etagenwohnung,10 m²,nach Vereinbarung,nil,1,nil,"2,975 % des Kaufpreises inkl. MwSt.",{'is24qa-vermietet-label': ''}
Voll möblierte Eigentumswohnung in Dornumersiel - Westerbur,95.000 €,"26553 Dornum, Aurich (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,47 m²,2.021 €/m²,Dachgeschoss,nil,nach Vereinabrung!,nil,nil,1 Außenstellplatz,"3,57 % inkl. MwSt",{'is24qa-balkon-terrasse-label': ''}
Schon viel gemacht!,115.000 €,"27612 Loxstedt, Cuxhaven (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,87 m²,1.322 €/m²,Dachgeschoss,nil,nil,nil,nil,2 Stellplätze,"3,57% des Kaufpreises","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': ''}"
