title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Hoch hinaus im neuen Penthouse!,824.000 €,"Stellingen, 22525 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"112,86 m²",7.301 €/m²,nil,nil,nil,nil,nil,32 Tiefgaragen-Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Schöne 3-Zimmer-Wohnung mit Balkon,524.000 €,"Randstraße 107,
Stellingen, 22525 Hamburg",3,"81,85 m²",6.402 €/m²,nil,nil,nil,nil,nil,32 Tiefgaragen-Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Stilvolle 3-Raum-Wohnung in Hamburg Harvestehude,980.000 €,"Parkalee 77,
Harvestehude, 20144 Hamburg",3,80 m²,12.250 €/m²,Etagenwohnung,111 m²,2.5.2024,2,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Attraktive 2-Zimmer-Terrassenwohnung,509.200 €,"Sasel, 22393 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"62,13 m²",8.196 €/m²,Etagenwohnung,nil,Herbst 2025,1,1,2 Außenstellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Exklusives Wohnambiente: 3-Zimmer-Eigentumswohnung in Winterhude,1.495.000 €,"Dorotheenstraße 174a,
Winterhude, 22299 Hamburg",3,"111,98 m²",13.351 €/m²,Etagenwohnung,nil,vsl. Ende 2024,2,1,1 Tiefgaragen-Stellplatz,"2,38 % inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': ''}"
Platz für die ganze Familie! 4i.-Zi.-Whg. mit 2 Bädern,621.000 €,"Randstraße 109,
Stellingen, 22525 Hamburg",4,"96,88 m²",6.410 €/m²,nil,nil,nil,nil,nil,32 Tiefgaragen-Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Sanierter Altbau in den Flottbeker Zwillingen - mit eigener rundum Terrasse in Flottbek,1.199.000 €,"Groß Flottbek, 22607 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,118 m²,10.161 €/m²,Erdgeschosswohnung,nil,sofort,2,1,nil,"3,57% inkl. 19% MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Ihr Penthouse in der Nähe vom Volkspark,793.000 €,"Stellingen, 22525 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"107,81 m²",7.356 €/m²,nil,nil,nil,nil,nil,32 Tiefgaragen-Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Blick ins Grüne und doch urbane Anbindung: 1,5-Zi.-ETW mit Loggia und Garage",219.000 €,"Niendorf, 22455 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","1,5",48 m²,4.563 €/m²,nil,nil,nach Absprache,1,1,1 Garage,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Neuwertiges-Dachgeschoss mit zwei Balkonen und Weitblick in Altona-Altstadt,1.150.000 €,"Altona-Altstadt, 22767 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,116 m²,9.914 €/m²,Dachgeschoss,4 m²,sofort,2,2,nil,"3,57 % inkl. 19 % MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Zentrale Traumwohnung mit luxuriöser Ausstattung,395.000 €,"Uhlenhorst, 22085 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,52 m²,7.596 €/m²,nil,nil,01.07.2024,nil,1,nil,3.57%,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Exklusives Wohnerlebnis mit zentraler Lage,435.000 €,"Eppendorf, 20251 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,58 m²,7.500 €/m²,nil,nil,nil,nil,1,1 Garage,3.57%,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Schöne Maisonette-Wohnung mit eigenem Garten,924.500 €,"Sasel, 22393 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"128,72 m²",7.182 €/m²,Maisonette,nil,Herbst 2025,2,2,2 Außenstellplätze,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
3-Zimmer-Penthouse in Hoflage,1.695.000 €,"Dorotheenstraße 174a,
Winterhude, 22299 Hamburg",3,"117,73 m²",14.397 €/m²,Penthouse,nil,vsl. Ende 2024,2,1,1 Tiefgaragen-Stellplatz,"2,38 % inkl. MwSt.",{'is24qa-gaeste-wc-label': ''}
+++ PROVISIONSFREI – Exklusive Neubau Wohnungen mit Reihenhausflair +++,559.000 €,"Rahlstedt, 22145 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"103,52 m²",5.400 €/m²,Maisonette,"35,05 m²",nil,3,1,3 Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
