title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
zentrumsnah und trotzdem ruhig gelegen- schöne Eigentumswohnung mit Balkonen/Stellplatz/Keller,90.000 €,"Ziegenbergweg 15,
Suhl-Ilmenauer Straße, 98528 Suhl",4,"91,51 m²",983 €/m²,Etagenwohnung,12 m²,11/2023,3,2,1 Außenstellplatz,"3,57% inkl. Mwst.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
63 m² *2-Raum-Wohnung in beliebter Innenstadtlage von Erfurt,179.000 €,"Brühlervorstadt, 99084 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,63 m²,2.841 €/m²,Etagenwohnung,nil,01.10.2023,1,1,1 Außenstellplatz,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Erdgeschosswohnung in Worbis kaufen,297.000 €,"Schulwiese 1,
37339 Leinefelde-Worbis, Eichsfeld (Kreis)",3,"90,09 m²",3.297 €/m²,Erdgeschosswohnung,"90,09 m²",nil,2,1,2 Garagen,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
2-Zimmerwohnung am Zentrumsrand - vermietet,261.000 €,"Parkvorstadt, 99425 Weimar
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,70 m²,3.729 €/m²,Erdgeschosswohnung,15 m²,nil,1,1,1 Außenstellplatz,"4,76 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Werden Sie Vermieter oder wohnen Sie selber darin: zentrumsnahe helle 3- Raum Wohnung in Nordhause,195.000 €,"99734 Nordhausen, Nordhausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"73,4 m²",2.657 €/m²,Etagenwohnung,nil,nach Vereinbarung,2,1,1 Stellplatz,"3,75% inkl. 19% MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
2x Apartment voll vermietet 5 % Rendite,232.785 €,"Spittelgartenstraße 4,
Ilversgehofen, 99086 Erfurt",4,"66,51 m²",3.500 €/m²,Etagenwohnung,"6,25 m²",nil,2,2,nil,"3,57 % inkl. ges. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-vermietet-label': ''}"
EIGENTUMSWOHNUNG IN EINER DENKMALGESCHÜTZTEN ZAPFEVILLA,355.000 €,"Humboldtstraße 19,
Westvorstadt, 99423 Weimar",3,112 m²,3.170 €/m²,Etagenwohnung,7 m²,Mit Verkauf,2,1,1 Außenstellplatz,"Der Käufer zahlt eine Maklerprovision in Höhe von 3,57% des Kaufpreises (inkl. MwSt.).","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Wohnung mit Dachterrasse in der Innenstadt! Zentral selbst Wohnen u. Arbeiten oder Urlaub machen!,530.000 €,"Jena-Zentrum, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,141 m²,3.759 €/m²,Maisonette,nil,nil,nil,2,1 Garage,"3,57 % inkl. 19% MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': '', 'is24qa-vermietet-label': ''}"
*4-Zimmer DG-Wohnung mit Altbaucharme und Erstbezug nach Modernisierung in Arnstadt zu VERKAUFEN*,379.660 €,"99310 Arnstadt, Ilm-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,131 m²,2.898 €/m²,Dachgeschoss,nil,Mai 2024,nil,nil,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
**4-Zimmer EG-Wohnung als Erstbezug im Herzen von Arnstadt zu VERKAUFEN**,311.280 €,"99310 Arnstadt, Ilm-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,124 m²,2.510 €/m²,Erdgeschosswohnung,nil,Mai 2024,2,1,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
