title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Schöne 2 Zimmer Wohnung mit Balkon,49.000 €,"99735 Wolkramshausen, Nordhausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,50 m²,980 €/m²,Hochparterre,10 m²,Nach Vereinbarung,1,1,nil,"Käuferprovision 3,57 % vom Verkaufspreis inkl. MwSt","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Sonnige Eigentumswohnung unweit vom Zentrum zu verkaufen,275.000 €,"Jena-Nord, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"76,79 m²",3.581 €/m²,nil,nil,nil,2,nil,nil,siehe Sonstiges,"{'is24qa-personenaufzug-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"Clara-Zetkin-Straße 11, 07629 Hermsdorf",94.000 €,"Clara-Zetkin-Straße 11,
07629 Hermsdorf, Saale-Holzland-Kreis",3,64 m²,1.469 €/m²,nil,nil,nil,nil,nil,nil,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Hübsche sonnige Wohnung mit ruhigem Umfeld,137.000 €,"99510 Kromsdorf, Weimarer Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"61,22 m²",2.238 €/m²,Sonstige,nil,nil,nil,nil,1 Außenstellplatz,"4,76 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Dachgeschosswohnung in Worbis kaufen,326.000 €,"Schulwiese 1,
37339 Leinefelde-Worbis, Eichsfeld (Kreis)","3,5","98,88 m²",3.297 €/m²,Etagenwohnung,"98,92 m²",sofort,2,1,2 Garagen,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Top geschnittene Eigentumswohnung mit PKW Stellplatz, EBK, Balkon und Personenaufzug in Jena",549.000 €,"Mühlenstraße 75,
Jena-Süd, 07745 Jena",4,"119,43 m²",4.597 €/m²,nil,nil,nil,nil,2,nil,"1,785% inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': ''}"
Eigentumswohnung in Stadtilm,150.000 €,"99326 Stadtilm, Ilm-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"97,33 m²",1.541 €/m²,Etagenwohnung,"24,5 m²",sofort,1,1,1 Stellplatz,"2,38% des Kaufpreises","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Eigentumswohnung mit Balkon und Tiefgaragenplatz in einem sehr gepflegten Mehrfamilienhaus,145.000 €,"Stadtzentrum, 99817 Eisenach
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"73,56 m²",1.971 €/m²,Etagenwohnung,nil,Nach Absprache,2,2,Tiefgaragen-Stellplatz,"3,57% vom Kaufpreis (inkl. MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Vermietete 2-R.-Eigentumswohnung m. Stellplatz im Geraer-Ostviertel,55.000 €,"Am Eichwald 4,
Gera-Ost, 07545 Gera",2,"61,3 m²",897 €/m²,nil,nil,nil,1,1,1 Außenstellplatz,2.380 EUR incl. gesetzl. Mwst. ( Festpreis ),"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Moderne Maisonettewohnung mit separater Erdgeschosswohnung im Süden von Jena,460.000 €,"Lichtenhain, 07745 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,"152,9 m²",3.009 €/m²,nil,nil,nil,nil,nil,2 Außenstellplätze,siehe Sonstiges,{}
Wohnen und investieren in der Stadt der Dichter und Denker!,319.900 €,"Nordvorstadt, 99423 Weimar
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"60,49 m²",5.288 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Ansprechende Wohnung in einem Wohn-und Geschäftshaus mit Personenaufzug zu verkaufen,79.000 €,"99974 Mühlhausen/Thüringen, Unstrut-Hainich-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,106 m²,745 €/m²,nil,nil,01.06.2024,2,1,nil,"7,14",{'is24qa-personenaufzug-label': ''}
Eigentumswohnung in Stadtilm,98.000 €,"99326 Stadtilm, Ilm-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"73,15 m²",1.340 €/m²,Etagenwohnung,"16,74 m²",nil,1,1,1 Stellplatz,"2,38% des Kaufpreises","{'is24qa-gaeste-wc-label': '', 'is24qa-vermietet-label': ''}"
