title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Ihr Kapital- Ihre Stadtwohnung,74.000 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,57 m²,1.298 €/m²,Etagenwohnung,nil,nach Vereinbarung,nil,nil,nil,"3,57% des Kaufpreises inkl. MwSt.",{'is24qa-balkon-terrasse-label': ''}
Dreiraum Eigentumswohnung mit Terrasse und Gartenanteil in beliebter Jenaer Wohnlage,284.900 €,"Jena-Nord, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"76,91 m²",3.704 €/m²,Etagenwohnung,165 m²,nil,2,1,1 Tiefgaragen-Stellplatz,"2,98 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': ''}"
Bezugsfreie 3-Raum Wohnung in Erfurt - Nähe Katholischen Krankenhaus,135.000 €,"Melchendorf, 99097 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,54 m²,2.500 €/m²,Etagenwohnung,nil,mit Kaufpreiszahlung,nil,1,1 Stellplatz,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Gepflegte EG-Wohnung zum Kauf für Selbstnutzer in Unterwellenborn,135.000 €,"07333 Unterwellenborn, Saalfeld-Rudolstadt (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"72,38 m²",1.865 €/m²,Erdgeschosswohnung,nil,nil,2,1,1 Tiefgaragen-Stellplatz,"3,57% vom Kaufpreis (inkl. gesetzl. MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Direkt an der FH Erfurt: Helle 2-Zi.-ETW perfekt für Studenten in zentraler Lage,95.000 €,"Krämpfervorstadt, 99085 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"41,96 m²",2.264 €/m²,nil,nil,nach Absprache,1,1,nil,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"Helle 2-Zimmer-Wohnung mit Balkon, Stellplatz und zuverlässigem Mieter",119.900 €,"99867 Gotha, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"61,47 m²",1.951 €/m²,Etagenwohnung,nil,nil,1,1,1 Außenstellplatz,"8.500,00 € inkl. 19% MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Schöne Wohnung mit großem Balkon,68.700 €,"Lusan-Brüte, 07549 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,70 m²,981 €/m²,Etagenwohnung,nil,nil,2,1,nil,3.570 Euro Käuferprovision inkl. 19 % MwSt.,{'is24qa-balkon-terrasse-label': ''}
Sicheres Investment: Vermietete Wohnung in Top-Zustand,139.000 €,"99428 Isseroda, Weimarer Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,66 m²,2.106 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,"3,57 % inkl. MwSt. fällig nach notariellem Kaufvertragsabschluss","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Kapitalanlage mit 4 % Rendite im Herzen Thüringens,153.417 €,"Andreasvorstadt, 99089 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,"46,49 m²",3.300 €/m²,Etagenwohnung,nil,nil,nil,1,Tiefgaragen-Stellplatz,"3,57% inkl. gesetzlicher MwSt. auf den notariell beurkundeten Kaufpreis","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Gehobenes Wohnen in Stadtrandlage: Schöne 2-Zi.-ETW mit Balkon und TG-Stellplatz,351.000 €,"Jena-Nord, 07743 Jena
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,78 m²,4.500 €/m²,nil,nil,nach Absprache,1,1,1 Tiefgaragen-Stellplatz,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
