title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"***Moderne 3,5-Zimmer-Wohnung in ruhiger Wohnlage***",321.000 €,"74906 Bad Rappenau, Heilbronn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5",98 m²,3.276 €/m²,nil,nil,nil,nil,nil,1 Garage,"3,57 % inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': ''}"
"Attraktive Drei-Zimmer-Wohnung mit Balkon am ""Stöckach"" in Stuttgart Ost",339.000 €,"Stöckach, 70190 Stuttgart
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"81,7 m²",4.149 €/m²,Etagenwohnung,nil,06/2025,nil,nil,nil,"3,57% vom Kaufpreis inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Penthouse-Wohnung im Herzen von Friesenheim!,425.000 €,"77948 Friesenheim, Ortenaukreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5","132,56 m²",3.206 €/m²,Penthouse,8 m²,nil,2,1,2 Tiefgaragen-Stellplätze,"2,38% inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': ''}"
Gehobenes Wohnen in Wohlfühllage: Exklusive Eigentumswohnung in Langenbrettach! (1-3-DGL),399.000 €,"74243 Langenbrettach, Heilbronn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","4,5","106,85 m²",3.734 €/m²,Dachgeschoss,6 m²,nil,3,1,1 Garage,"3,57 % inkl. MwSt. aus dem Vertragswert","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
großzügige Zweizimmerwohnung,376.100 €,"Achalmstr. 22,
72644 Oberboihingen, Esslingen (Kreis)",2,"68,38 m²",5.500 €/m²,Erdgeschosswohnung,nil,2024,1,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Geräumige modernisierte Wohnung in ruhiger Lage,199.000 €,"Unterkochen, 73432 Aalen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","2,5",70 m²,2.843 €/m²,Etagenwohnung,10 m²,nil,1,1,1 Garage,"3,57 % incl. 19% Mwst.","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
-NEUBAU- schlüsselfertige 3 Zimmerwohnung mit Blick ins Tal,458.800 €,"Achalmstr. 22,
72644 Oberboihingen, Esslingen (Kreis)",3,"79,1 m²",5.800 €/m²,Dachgeschoss,nil,2024,2,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Heilbronn - Böckingen : In Aussichtslage 3,5 Zimmer Neubau Wohnung mit Terrasse und Garten",449.500 €,"Böckingen, 74080 Heilbronn
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5","81,5 m²",5.515 €/m²,Erdgeschosswohnung,nil,2025,1,1,2 Tiefgaragen-Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Hochwertig ausgestattete, modernisierte 2-Zi-ETW, exklusive EBK, neues Bad, grosser überdachter B...",164.500 €,"79862 Höchenschwand, Waldshut (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,60 m²,2.742 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,"Provisionspflicht: 3,57% inkl. MwSt.",{}
Hochwertige Niedrigenergiewohnung BJ 2021 barrierefrei im Herzen von Schwäbisch Gmünd,327.000 €,"Rinderbacher Gasse 20,
73525 Schwäbisch Gmünd, Ostalbkreis",3,73 m²,4.479 €/m²,Etagenwohnung,15 m²,nil,1,1,nil,"2,38% vom beurkundeten Kaufpreis","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
wunderschöne 3 Zimmerwohnung mit Blick ins Tal,434.500 €,"Achalmstr. 22,
72644 Oberboihingen, Esslingen (Kreis)",3,79 m²,5.500 €/m²,Erdgeschosswohnung,nil,2024,2,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Hochwertige Niedrigenergiewohnung BJ 2021 mit Garten und Garage im Herzen von Schwäbisch Gmünd,534.000 €,"Rinderbacher Gasse 20,
73525 Schwäbisch Gmünd, Ostalbkreis",4,104 m²,5.135 €/m²,Etagenwohnung,15 m²,nil,3,1,1 Garage,"2,38% vom beurkundeten Kaufpreis","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': ''}"
Wohnen mit Weitblick!,270.000 €,"79410 Badenweiler, Breisgau-Hochschwarzwald (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"81,3 m²",3.321 €/m²,nil,"27,83 m²",nach Vereinbarung,nil,nil,1 Tiefgaragen-Stellplatz,"3,57 % inkl. MwSt",{'is24qa-balkon-terrasse-label': ''}
großzügige 4 Zimmer-Erdgeschosswohnung,571.000 €,"Achalmstr. 22,
72644 Oberboihingen, Esslingen (Kreis)",4,106 m²,5.387 €/m²,Erdgeschosswohnung,nil,2024,3,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Südausgerichtete 3 Zimmerwohnung -NEUBAU-,517.000 €,"Achalmstr. 22,
72644 Oberboihingen, Esslingen (Kreis)",3,"90,71 m²",5.699 €/m²,Dachgeschoss,nil,2024,2,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Gepflegte Wohnung mit Aussicht als Kapitalanlage,190.000 €,"Schwenningen, 78056 Villingen-Schwenningen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"63,73 m²",2.981 €/m²,Etagenwohnung,nil,sofort,1,1,1 Stellplatz,"3,57 inkl. MwSt.","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
schlüsselfertige 3 Zimmerwohnung,493.225 €,"Achalmstr. 22,
72644 Oberboihingen, Esslingen (Kreis)",3,"90,5 m²",5.450 €/m²,Erdgeschosswohnung,nil,2024,2,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Gepflegte Wohnung im DG mit TG,198.000 €,"Gögglingen, 89079 Ulm
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"64,5 m²",3.070 €/m²,Dachgeschoss,nil,nil,2,1,1 Tiefgaragen-Stellplatz,"3,57 % inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Charmante Stadtwohnung mit viel Platz,447.000 €,"Cannstatt-Mitte, 70372 Stuttgart
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,117 m²,3.821 €/m²,Etagenwohnung,nil,nil,4,1,nil,"3,57% des Kaufpreises inkl.MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-vermietet-label': ''}"
3 Zimmer Stadtwohnung mit AAP,239.000 €,"Reutlingen, 72762 Reutlingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"77,13 m²",3.099 €/m²,Etagenwohnung,nil,nil,2,1,1 Außenstellplatz,"3,57 % inkl. ges. MwSt.","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Preisreduzierung! Wunderschöne Maisonettewohnung im Zentrum von Brühl (Rhein Neckar),315.000 €,"68782 Brühl, Rhein-Neckar-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5","110,35 m²",2.855 €/m²,Maisonette,nil,Nach Vereinbarung,nil,nil,nil,"3,57 % vom Kaufpreis inkl. MwSt.",{}
Gemütliche 3 Zi. Wohnung in Breisach mit schönem Ausblick!,250.000 €,"79206 Breisach am Rhein, Breisgau-Hochschwarzwald (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,77 m²,3.247 €/m²,Etagenwohnung,nil,nil,2,1,nil,"3,57% inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
2 Zimmerwohnung in traumhafter Lage,391.000 €,"Achalmstr. 22,
72644 Oberboihingen, Esslingen (Kreis)",2,"68,59 m²",5.701 €/m²,Dachgeschoss,nil,2024,1,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
