title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Neubau*Hochwertig*Barrierefrei – Freiwerdende, 3,5 Zi.-Whg. mit Terrasse in Ravensburg-Ost !",429.000 €,"88212 Ravensburg, Ravensburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5","68,54 m²",6.259 €/m²,nil,nil,nach Vereinbarung,2,1,nil,"3,57 % vom Kaufpreis (inkl. MwSt.)","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Ihr neues Zuhause? Moderne Wohnung in ruhiger Umgebung,245.000 €,"68753 Waghäusel, Karlsruhe (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,73 m²,3.356 €/m²,Dachgeschoss,nil,vermietet,nil,1,1 Außenstellplatz,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"Aalen- attraktive 2 Zimmer Wohnung im 1. OG, Balkon, begehrte Wohnlage",154.000 €,"Stadtmitte, 73430 Aalen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,59 m²,2.610 €/m²,Etagenwohnung,nil,nach Absprache,1,1,1 Garage,"3,57 % inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Wunderschöne 3-Zimmer-Wohnung mit zwei Balkonen,339.900 €,"Lobenbacher Straße 4, 4/1,
74196 Neuenstadt am Kocher, Heilbronn (Kreis)",3,"73,8 m²",4.606 €/m²,Etagenwohnung,"4,26 m²",nil,2,1,Tiefgaragen-Stellplatz,"3,57","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Maisonette-Wohnung mit tollen Extras und Tiefgaragenstellplatz !,260.000 €,"72280 Dornstetten, Freudenstadt (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","4,5",103 m²,2.524 €/m²,Maisonette,10 m²,nach Vereinbarung,2,1,1 Tiefgaragen-Stellplatz,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Solide Dachgeschosswohnung in Stadtrandlage,195.000 €,"Sondelfingen, 72766 Reutlingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","2,5",62 m²,3.145 €/m²,Dachgeschoss,nil,nil,nil,nil,2 Außenstellplätze,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"Sehr gepflegte, helle und geräumige Dreizimmerwohnung in Öhringen zu verkaufen!",269.000 €,"74613 Öhringen, Hohenlohekreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"85,02 m²",3.164 €/m²,nil,10 m²,sofort,2,1,2 Tiefgaragen-Stellplätze,"3,57 % vom Kaufpreis","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
Ideal für junge Paare und mit herrlicher Aussicht!,265.000 €,"Südoststadt, 75175 Pforzheim
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,85 m²,3.118 €/m²,Dachgeschoss,10 m²,nach Vereinbarung,2,1,1 Duplex-Stellplatz,"3,57 % inkl. 19% MwSt","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
RESERVIERT 3-Zimmer-Wohnung mit Balkon und Garage,270.000 €,"89522 Heidenheim an der Brenz, Heidenheim (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"86,54 m²",3.120 €/m²,nil,nil,nil,2,1,1 Garage,"3,57 % Käuferprovision (inkl. MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': ''}"
Moderne Neubauwohnung mit Balkon in sehr guter Lage von Linkenheim-Hoch.,345.900 €,"76351 Linkenheim-Hochstetten, Karlsruhe (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,60 m²,5.765 €/m²,Etagenwohnung,nil,2025,1,1,1 Stellplatz,Keine,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Ihr Investment in Betongold... gepflegte und attraktive 1 ZKB-Wohnung in Mannheim (Waldhof),90.000 €,"Waldhof, 68305 Mannheim
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,31 m²,2.903 €/m²,Etagenwohnung,nil,nil,1,1,nil,"3,57% Käuferprovision incl. gesetzlicher MwSt.",{'is24qa-keller-label': ''}
"**gepflegte, helle Maisonettewohnung mit Weitblick*",279.000 €,"73079 Süßen, Göppingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5","90,1 m²",3.097 €/m²,Maisonette,nil,nach Vereinbarung,2,1,Außenstellplatz,"3,57% vom Kaufpreis (inkl. MwSt.)","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Zur schönen Aussicht,210.000 €,"75223 Niefern-Öschelbronn, Enzkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,84 m²,2.500 €/m²,Etagenwohnung,nil,vermietet,nil,nil,1 Außenstellplatz,"4,76 % inkl. ges. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
*EXCLUSIV.. Sonnige EG-Wohnung mit eigenem Garten!,339.000 €,"72622 Nürtingen, Esslingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5",88 m²,3.852 €/m²,Erdgeschosswohnung,nil,nach Vereinbarung,2,1,Garage,"3,57% vom Kaufpreis (inkl. MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Hochwertige Penthouse-Wohnung in zentaler Lage von Weinheim,689.900 €,"69469 Weinheim, Rhein-Neckar-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,129 m²,5.348 €/m²,Penthouse,20 m²,nil,3,2,1 Garage,3 % zzgl. MwSt.,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
""" Entdecke Dein emotionales Zuhause: 2 Zimmer-Wohnung mit Charme und Charakter """,159.000 €,"74417 Gschwend, Ostalbkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,56 m²,2.839 €/m²,Erdgeschosswohnung,nil,nach Absprache,1,1,nil,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': ''}"
