title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Helle 4-Zi-Gartenwohnung im Oberschoss mit Terrasse (Hanglage)!,420.000 €,"Anisweg 2,
Steimker Berg, 38446 Wolfsburg",4,117 m²,3.590 €/m²,Etagenwohnung,nil,nil,3,1,1 Stellplatz,provisionsfrei,{'is24qa-balkon-terrasse-label': ''}
Stilvolle 5-Zimmer-Altbauwohnung in der Südstadt,165.000 €,"Stadtmitte / Neustadt, 31134 Hildesheim
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,89 m²,1.854 €/m²,Dachgeschoss,nil,ab sofort,nil,1,nil,Die Käuferprovision beträgt 3 % des Kaufpreises inkl. 19% MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Wunstorf Westertor,291.800 €,"31515 Wunstorf, Hannover (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"68,91 m²",4.235 €/m²,Etagenwohnung,nil,01.12.2025,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Voll sanierte, barrierefreie EG Wohnung mit Einbauküche, Terrasse, Garten, Stellplatz",377.000 €,"26524 Hage, Aurich (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,97 m²,3.887 €/m²,Erdgeschosswohnung,nil,nach Absprache,2,2,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Loft-Style Eigentumswohnung mit Garten&Terrasse, Südstadt Hannover, PRIVATVERKAUF",485.000 €,"Annenstraße 20a,
Südstadt, 30171 Hannover","2,5",97 m²,5.000 €/m²,Loft,41 m²,1.7.2024,1,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Hier lässt es sich gut leben!,142.000 €,"30880 Laatzen, Hannover (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"73,46 m²",1.933 €/m²,Etagenwohnung,nil,nil,nil,1,nil,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"Wohnen wie im Reihenhaus! Helle 4-Zimmer m. gr. Terrasse, Keller, direkter Zugang zum Stellplatz!",495.200 €,"Steimker Promenade 1,
Steimker Berg, 38446 Wolfsburg",4,142 m²,3.487 €/m²,Etagenwohnung,nil,nil,3,1,1 Stellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Wunstorf Westertor,558.800 €,"31515 Wunstorf, Hannover (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"126,31 m²",4.424 €/m²,Penthouse,nil,01.12.2025,nil,nil,2 Außenstellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Wunstorf Westertor,343.800 €,"31515 Wunstorf, Hannover (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"88,56 m²",3.882 €/m²,Etagenwohnung,nil,01.12.2025,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Wunstorf Westertor,186.800 €,"31515 Wunstorf, Hannover (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,"44,25 m²",4.221 €/m²,Etagenwohnung,nil,01.12.2025,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Ideal ausgestattet im Alter! Seniorengerechte EG-Wohnung!,260.000 €,"49740 Haselünne, Emsland (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,82 m²,3.171 €/m²,Erdgeschosswohnung,nil,kurzfristig möglich!,1,1,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
2 Zimmer Wohnung in Linden - Ihmeplatz 1 -,85.000 €,"Linden-Mitte, 30449 Hannover
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,60 m²,1.417 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,"Die Provision in Höhe von 3,57 % inkl. MwSt. ist bei Kaufvertragsabschluss fällig.","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-personenaufzug-label': ''}"
Ansprechende 2-Zimmer-Wohnung mit Balkon und Einbauküche in Hannover/Döhren,185.000 €,"Döhren, 30519 Hannover
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,66 m²,2.803 €/m²,Etagenwohnung,76 m²,sofort,1,1,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Zögern Sie nicht: Zentral gelegene Einliegerwohnung mit Garten und Stellplatz,349.000 €,"Oedeme, 21339 Lüneburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"75,27 m²",4.637 €/m²,nil,nil,nach Absprache,2,1,1 Außenstellplatz,"3,57 %","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': ''}"
Freundliche 3-Zimmer-Wohnung mit gehobener Innenausstattung mit Einbauküche in Jesteburg,219.000 €,"Am alten Moor 2,
21266 Jesteburg, Harburg (Kreis)",3,"88,76 m²",2.467 €/m²,Etagenwohnung,"88,76 m²",1.6.2024,nil,2,1 Carport,nil,"{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': ''}"
EINZIEHEN UND WOHLFÜHLEN 3 ZIMMER WOHNUNG MIT BALKON,224.900 €,"Nordstadt, 38112 Braunschweig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,72 m²,3.124 €/m²,Etagenwohnung,nil,sofort,2,1,nil,"3,57%","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Traumhafte Wohnung mit Dachterrasse,349.000 €,"An der Reitbahn 5,
28816 Stuhr, Diepholz (Kreis)",3,120 m²,2.908 €/m²,Dachgeschoss,20 m²,nach Vereinbarung,2,1,1 Garage,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Heller Wohntraum in ruhiger Lage,259.999 €,"21614 Buxtehude, Stade (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,68 m²,3.824 €/m²,nil,nil,nil,nil,1,nil,3.57%,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
HELLE 3 ZIMMER WOHNUNG MIT BALKON IN ALT-GM HÜTTE,180.000 €,"49124 Georgsmarienhütte, Osnabrück (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,75 m²,2.400 €/m²,Hochparterre,nil,sofort,2,1,nil,"2,975%","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Wohnungspaket - 3 Wohnungen in Herrenhausen,420.000 €,"Herrenhausen, 30419 Hannover
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,"161,5 m²",2.601 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,"Die Provision in Höhe von 7,14 % inkl. MwSt. ist bei Kaufvertragsabschluss fällig.",{'is24qa-listonlyonis24-label': 'Nur hier gefunden'}
"Moderne EG Ferienwohnung 600m vom Strand Duhnen, Süd-Terrasse, ruhig, im Vermietungsgebiet",275.000 €,"Voßhörn 34,
27476 Cuxhaven, Cuxhaven (Kreis)","2,5",56 m²,4.911 €/m²,Terrassenwohnung,"14,2 m²",nil,2,1,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
